key,start_date,end_date,edinet_key,period,value,announce_date
net_sales,2012-12-01,2013-11-30,jpcrp_cor:NetSalesSummaryOfBusinessResults,Prior4YearDuration_NonConsolidatedMember,154175000,201802231501
net_sales,2013-12-01,2014-11-30,jpcrp_cor:NetSalesSummaryOfBusinessResults,Prior3YearDuration_NonConsolidatedMember,339231000,201802231501
net_sales,2014-12-01,2015-11-30,jpcrp_cor:NetSalesSummaryOfBusinessResults,Prior2YearDuration_NonConsolidatedMember,692085000,201802231501
net_sales,2015-12-01,2016-11-30,jpcrp_cor:NetSalesSummaryOfBusinessResults,Prior1YearDuration_NonConsolidatedMember,1232549000,201802231501
net_sales,2016-12-01,2017-11-30,jpcrp_cor:NetSalesSummaryOfBusinessResults,CurrentYearDuration_NonConsolidatedMember,2066968000,201802231501
ordinary_income,2012-12-01,2013-11-30,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,Prior4YearDuration_NonConsolidatedMember,613000,201802231501
ordinary_income,2013-12-01,2014-11-30,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,Prior3YearDuration_NonConsolidatedMember,-56616000,201802231501
ordinary_income,2014-12-01,2015-11-30,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,Prior2YearDuration_NonConsolidatedMember,63201000,201802231501
ordinary_income,2015-12-01,2016-11-30,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,Prior1YearDuration_NonConsolidatedMember,75300000,201802231501
ordinary_income,2016-12-01,2017-11-30,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,CurrentYearDuration_NonConsolidatedMember,266047000,201802231501
net_income,2012-12-01,2013-11-30,jpcrp_cor:NetIncomeLossSummaryOfBusinessResults,Prior4YearDuration_NonConsolidatedMember,163000,201802231501
net_income,2013-12-01,2014-11-30,jpcrp_cor:NetIncomeLossSummaryOfBusinessResults,Prior3YearDuration_NonConsolidatedMember,-72614000,201802231501
net_income,2014-12-01,2015-11-30,jpcrp_cor:NetIncomeLossSummaryOfBusinessResults,Prior2YearDuration_NonConsolidatedMember,59547000,201802231501
net_income,2015-12-01,2016-11-30,jpcrp_cor:NetIncomeLossSummaryOfBusinessResults,Prior1YearDuration_NonConsolidatedMember,51901000,201802231501
net_income,2016-12-01,2017-11-30,jpcrp_cor:NetIncomeLossSummaryOfBusinessResults,CurrentYearDuration_NonConsolidatedMember,171274000,201802231501
comprehensive_income,2012-12-01,2013-11-30,jpcrp_cor:NetIncomeLossSummaryOfBusinessResults,Prior4YearDuration_NonConsolidatedMember,163000,201802231501
comprehensive_income,2013-12-01,2014-11-30,jpcrp_cor:NetIncomeLossSummaryOfBusinessResults,Prior3YearDuration_NonConsolidatedMember,-72614000,201802231501
comprehensive_income,2014-12-01,2015-11-30,jpcrp_cor:NetIncomeLossSummaryOfBusinessResults,Prior2YearDuration_NonConsolidatedMember,59547000,201802231501
comprehensive_income,2015-12-01,2016-11-30,jpcrp_cor:NetIncomeLossSummaryOfBusinessResults,Prior1YearDuration_NonConsolidatedMember,51901000,201802231501
comprehensive_income,2016-12-01,2017-11-30,jpcrp_cor:NetIncomeLossSummaryOfBusinessResults,CurrentYearDuration_NonConsolidatedMember,171274000,201802231501
net_asset,2012-12-01,2013-11-30,jpcrp_cor:NetAssetsSummaryOfBusinessResults,Prior4YearInstant_NonConsolidatedMember,38183000,201802231501
net_asset,2013-12-01,2014-11-30,jpcrp_cor:NetAssetsSummaryOfBusinessResults,Prior3YearInstant_NonConsolidatedMember,31987000,201802231501
net_asset,2014-12-01,2015-11-30,jpcrp_cor:NetAssetsSummaryOfBusinessResults,Prior2YearInstant_NonConsolidatedMember,91535000,201802231501
net_asset,2015-12-01,2016-11-30,jpcrp_cor:NetAssetsSummaryOfBusinessResults,Prior1YearInstant_NonConsolidatedMember,143437000,201802231501
net_asset,2016-12-01,2017-11-30,jpcrp_cor:NetAssetsSummaryOfBusinessResults,CurrentYearInstant_NonConsolidatedMember,947412000,201802231501
