key,start_date,end_date,edinet_key,period,value,announce_date
net_sales,2025-12-01,2026-05-31,jpcrp_cor:NetSalesSummaryOfBusinessResults,CurrentYearDuration,58471441000,202608261632
ordinary_income,2025-12-01,2026-05-31,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,CurrentYearDuration,2346289000,202608261632
net_income,2025-12-01,2026-05-31,jpcrp_cor:NetIncomeLossSummaryOfBusinessResults,CurrentYearDuration_NonConsolidatedMember,76268000,202608261632
comprehensive_income,2025-12-01,2026-05-31,jpcrp_cor:NetIncomeLossSummaryOfBusinessResults,CurrentYearDuration_NonConsolidatedMember,76268000,202608261632
net_asset,2025-12-01,2026-05-31,jpcrp_cor:NetAssetsSummaryOfBusinessResults,CurrentYearInstant,16801268000,202608261632
total_asset,2025-12-01,2026-05-31,jpcrp_cor:TotalAssetsSummaryOfBusinessResults,CurrentYearInstant,64442549000,202608261632
bps,2025-12-01,2026-05-31,jpcrp_cor:NetAssetsPerShareSummaryOfBusinessResults,CurrentYearInstant,1657.13,202608261632
eps,2025-12-01,2026-05-31,jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,CurrentYearDuration,196.64,202608261632
diluted_eps,2025-12-01,2026-05-31,jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults,CurrentYearDuration,－,202608261632
equity_ratio,2025-12-01,2026-05-31,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,CurrentYearInstant,0.256,202608261632
roe,2025-12-01,2026-05-31,jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,CurrentYearDuration,0.112,202608261632
number_of_employee,2025-12-01,2026-05-31,jpcrp_cor:NumberOfEmployees,CurrentYearInstant,318,202608261632
number_of_employee,2025-12-01,2026-05-31,jpcrp_cor:NumberOfEmployees,CurrentYearInstant,318,202608261632
number_of_temporary_worker,2025-12-01,2026-05-31,jpcrp_cor:AverageNumberOfTemporaryWorkers,CurrentYearInstant,42,202608261632
number_of_temporary_worker,2025-12-01,2026-05-31,jpcrp_cor:AverageNumberOfTemporaryWorkers,CurrentYearInstant,42,202608261632
number_of_shares,2025-12-01,2026-05-31,jpcrp_cor:TotalNumberOfIssuedSharesSummaryOfBusinessResults,CurrentYearInstant_NonConsolidatedMember,10182100,202608261632
cost_of_sales,2025-12-01,2026-05-31,jppfs_cor:CostOfSales,CurrentYearDuration,49153983000,202608261632
gross_profit,2025-12-01,2026-05-31,jppfs_cor:GrossProfit,CurrentYearDuration,9317458000,202608261632
operating_income,2025-12-01,2026-05-31,jppfs_cor:OperatingIncome,CurrentYearDuration,3023926000,202608261632
operating_income,2025-12-01,2026-05-31,jppfs_cor:OperatingIncome,CurrentYearDuration,3023926000,202608261632
