key,start_date,end_date,edinet_key,period,value,announce_date
net_sales,2025-12-01,2026-05-31,jpcrp_cor:NetSalesSummaryOfBusinessResults,CurrentYearDuration,3803000000,202608261704
ordinary_income,2025-12-01,2026-05-31,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,CurrentYearDuration,1166000000,202608261704
net_income,2025-12-01,2026-05-31,jpcrp_cor:NetIncomeLossSummaryOfBusinessResults,CurrentYearDuration_NonConsolidatedMember,-60000000,202608261704
comprehensive_income,2025-12-01,2026-05-31,jpcrp_cor:NetIncomeLossSummaryOfBusinessResults,CurrentYearDuration_NonConsolidatedMember,-60000000,202608261704
net_asset,2025-12-01,2026-05-31,jpcrp_cor:NetAssetsSummaryOfBusinessResults,CurrentYearInstant,31680000000,202608261704
total_asset,2025-12-01,2026-05-31,jpcrp_cor:TotalAssetsSummaryOfBusinessResults,CurrentYearInstant,42463000000,202608261704
bps,2025-12-01,2026-05-31,jpcrp_cor:NetAssetsPerShareSummaryOfBusinessResults,CurrentYearInstant,567.14,202608261704
eps,2025-12-01,2026-05-31,jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,CurrentYearDuration,23.24,202608261704
diluted_eps,2025-12-01,2026-05-31,jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults,CurrentYearDuration,22.89,202608261704
equity_ratio,2025-12-01,2026-05-31,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,CurrentYearInstant,0.7461,202608261704
roe,2025-12-01,2026-05-31,jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,CurrentYearDuration,0.0495,202608261704
number_of_employee,2025-12-01,2026-05-31,jpcrp_cor:NumberOfEmployees,CurrentYearInstant,72,202608261704
number_of_employee,2025-12-01,2026-05-31,jpcrp_cor:NumberOfEmployees,CurrentYearInstant,72,202608261704
number_of_temporary_worker,2025-12-01,2026-05-31,jpcrp_cor:AverageNumberOfTemporaryWorkers,CurrentYearInstant,11,202608261704
number_of_temporary_worker,2025-12-01,2026-05-31,jpcrp_cor:AverageNumberOfTemporaryWorkers,CurrentYearInstant,11,202608261704
number_of_shares,2025-12-01,2026-05-31,jpcrp_cor:TotalNumberOfIssuedSharesSummaryOfBusinessResults,CurrentYearInstant_NonConsolidatedMember,55860500,202608261704
cost_of_sales,2025-12-01,2026-05-31,jppfs_cor:CostOfSales,CurrentYearDuration,3473000000,202608261704
gross_profit,2025-12-01,2026-05-31,jppfs_cor:GrossProfit,CurrentYearDuration,330000000,202608261704
operating_income,2025-12-01,2026-05-31,jppfs_cor:OperatingIncome,CurrentYearDuration,-833000000,202608261704
