key,start_date,end_date,edinet_key,period,value,announce_date
net_sales,2025-10-01,2026-03-31,jpcrp_cor:NetSalesSummaryOfBusinessResults,CurrentYearDuration,75057000000,202606221203
ordinary_income,2025-10-01,2026-03-31,jpcrp_cor:OrdinaryIncomeLossSummaryOfBusinessResults,CurrentYearDuration,1187000000,202606221203
net_income,2025-10-01,2026-03-31,jpcrp_cor:NetIncomeLossSummaryOfBusinessResults,CurrentYearDuration_NonConsolidatedMember,414000000,202606221203
comprehensive_income,2025-10-01,2026-03-31,jpcrp_cor:NetIncomeLossSummaryOfBusinessResults,CurrentYearDuration_NonConsolidatedMember,414000000,202606221203
net_asset,2025-10-01,2026-03-31,jpcrp_cor:NetAssetsSummaryOfBusinessResults,CurrentYearInstant,9780000000,202606221203
total_asset,2025-10-01,2026-03-31,jpcrp_cor:TotalAssetsSummaryOfBusinessResults,CurrentYearInstant,22353000000,202606221203
bps,2025-10-01,2026-03-31,jpcrp_cor:NetAssetsPerShareSummaryOfBusinessResults,CurrentYearInstant,1481.95,202606221203
eps,2025-10-01,2026-03-31,jpcrp_cor:BasicEarningsLossPerShareSummaryOfBusinessResults,CurrentYearDuration,109.95,202606221203
diluted_eps,2025-10-01,2026-03-31,jpcrp_cor:DilutedEarningsPerShareSummaryOfBusinessResults,CurrentYearDuration,－,202606221203
equity_ratio,2025-10-01,2026-03-31,jpcrp_cor:EquityToAssetRatioSummaryOfBusinessResults,CurrentYearInstant,0.438,202606221203
roe,2025-10-01,2026-03-31,jpcrp_cor:RateOfReturnOnEquitySummaryOfBusinessResults,CurrentYearDuration,0.075,202606221203
number_of_employee,2025-10-01,2026-03-31,jpcrp_cor:NumberOfEmployees,CurrentYearInstant,284,202606221203
number_of_employee,2025-10-01,2026-03-31,jpcrp_cor:NumberOfEmployees,CurrentYearInstant,284,202606221203
number_of_temporary_worker,2025-10-01,2026-03-31,jpcrp_cor:AverageNumberOfTemporaryWorkers,CurrentYearInstant,22,202606221203
number_of_temporary_worker,2025-10-01,2026-03-31,jpcrp_cor:AverageNumberOfTemporaryWorkers,CurrentYearInstant,22,202606221203
number_of_shares,2025-10-01,2026-03-31,jpcrp_cor:TotalNumberOfIssuedSharesSummaryOfBusinessResults,CurrentYearInstant_NonConsolidatedMember,6620000,202606221203
cost_of_sales,2025-10-01,2026-03-31,jppfs_cor:CostOfSales,CurrentYearDuration,69000000000,202606221203
gross_profit,2025-10-01,2026-03-31,jppfs_cor:GrossProfit,CurrentYearDuration,6057000000,202606221203
operating_income,2025-10-01,2026-03-31,jppfs_cor:OperatingIncome,CurrentYearDuration,1184000000,202606221203
operating_income,2025-10-01,2026-03-31,jppfs_cor:OperatingIncome,CurrentYearDuration,1184000000,202606221203
