date,open,high,low,close,volume,rs_nikkei,rs_topix,rs
2025/11/04,2009.0,2018.0,2003.0,2010.0,2384,-1.0,-1.0,-1.0
2025/11/05,2016.0,2040.0,1998.0,2040.0,2566,-1.0,-1.0,-1.0
2025/11/06,2035.0,2035.0,2020.0,2026.0,864,-1.0,-1.0,-1.0
2025/11/07,2029.0,2030.0,2025.0,2027.0,17,-1.0,-1.0,-1.0
2025/11/10,2040.0,2040.0,2030.0,2040.0,77,-1.0,-1.0,-1.0
2025/11/11,2039.0,2043.0,2033.0,2033.0,18,-1.0,-1.0,-1.0
2025/11/12,2042.0,2061.0,2042.0,2060.0,101,-1.0,-1.0,-1.0
2025/11/13,2055.0,2055.0,2042.0,2042.0,101,-1.0,-1.0,-1.0
2025/11/14,2054.0,2056.0,2049.0,2056.0,165,-1.0,-1.0,-1.0
2025/11/17,2053.0,2053.0,2043.0,2048.0,89,-1.0,-1.0,-1.0
2025/11/18,2052.0,2052.0,2027.0,2027.0,6293,-1.0,-1.0,-1.0
2025/11/19,2029.0,2029.0,2019.0,2022.0,1109,-1.0,-1.0,-1.0
2025/11/20,2030.0,2041.0,2030.0,2030.0,117,-1.0,-1.0,-1.0
2025/11/21,2033.0,2053.0,2033.0,2053.0,108,-1.0,-1.0,-1.0
2025/11/25,2061.0,2063.0,2061.0,2062.0,117,-1.0,-1.0,-1.0
2025/11/26,2066.0,2072.0,2065.0,2072.0,6,-1.0,-1.0,-1.0
2025/11/27,2074.0,2089.0,2074.0,2087.0,11,-1.0,-1.0,-1.0
2025/11/28,2091.0,2091.0,2071.0,2071.0,67,-1.0,-1.0,-1.0
2025/12/01,2073.0,2073.0,2044.0,2044.0,13466,-1.0,-1.0,-1.0
2025/12/02,2042.0,2049.0,2032.0,2032.0,12077,-1.0,-1.0,-1.0
2025/12/03,2032.0,2034.0,2026.0,2028.0,79620,-1.0,-1.0,-1.0
2025/12/04,2033.0,2033.0,2017.0,2019.0,15042,-1.0,-1.0,-1.0
2025/12/05,2013.0,2016.0,2002.0,2002.0,21422,-1.0,-1.0,-1.0
2025/12/08,2011.0,2011.0,1990.0,1995.0,18520,-1.0,-1.0,-1.0
2025/12/09,1998.0,2000.0,1988.0,2000.0,3113,-1.0,-1.0,-1.0
2025/12/10,2008.0,2018.0,2003.0,2018.0,9024,-1.0,-1.0,-1.0
2025/12/11,2021.0,2021.0,1993.0,2005.0,676,-1.0,-1.0,-1.0
