filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2025-01-24,296A,2025-03-31,3,3527000000,,,,,,965000000,,948000000,,,614000000,,16.39,,,,,,4193000000,2724000000,0.642,,2692000000,,,,,,,,,,,,true,false,9,2024-04-01,2024-12-31,0
2025-01-24,296A,2025-03-31,3,4934000000,0.116,,,,,1122000000,0.364,1083000000,0.315,,755000000,,20.07,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-04-01,2025-03-31,0
2025-01-24,296A,2024-03-31,3,,,,,,,,,,,,,,,,,,,,5695000000,2372000000,0.411,,2343000000,,,,,,,,,,,,true,false,12,2023-04-01,2024-03-31,-1
2025-01-24,296A,2024-03-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.50,,,,37500000,,,false,false,12,2023-04-01,2024-03-31,-1
2025-01-24,296A,2025-03-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-04-01,2025-03-31,0
2025-01-24,296A,2025-03-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.50,,,,,,,false,true,12,2024-04-01,2025-03-31,0
2025-01-24,296A,2025-03-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38000000,,37516364,false,false,9,2024-04-01,2024-12-31,0
2025-01-24,296A,2024-03-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37500000,false,false,9,2023-04-01,2023-12-31,-1
2025-02-14,296A0,2025-03-31,,4971000000,0.008,,,,,1447000000,0.290,1428000000,0.319,,975000000,,25.92,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-04-01,2025-03-31,0
2025-02-14,296A0,2024-03-31,,4423000000,,,,,,822000000,,824000000,,,574000000,,15.33,,,,,,,,,,,,,,,,,,,,,,true,false,12,2023-04-01,2024-03-31,-1
,296A0,2025-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.00,,,,,,,false,true,12,2024-04-01,2025-03-31,0
,296A0,2025-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-04-01,2025-03-31,0
,296A0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.50,,,,,,,false,false,12,2023-04-01,2024-03-31,-1
2025-04-23,296A,2025-03-31,,4979000000,0.126,,,,,1494000000,0.817,1478000000,0.794,,1014000000,,26.96,,0.373,0.284,0.300,,4706000000,3121000000,0.657,81.38,3092000000,1026000000,-24000000,-273000000,2405000000,,0.909,,,,,,true,false,12,2024-04-01,2025-03-31,0
2025-04-23,296A,2024-03-31,,4423000000,0.139,,,,,822000000,0.075,824000000,0.074,,574000000,,15.33,,0.264,0.146,0.186,,5695000000,2372000000,0.411,62.48,2343000000,607000000,-37000000,-247000000,1677000000,,0.750,,,,,,true,false,12,2023-04-01,2024-03-31,-1
2025-04-23,296A,2026-03-31,,2659000000,0.125,,,,,764000000,0.172,765000000,0.174,,519000000,,13.67,,,,,,,,,,,,,,,,,,,,,,true,true,6,2025-04-01,2025-09-30,1
2025-04-23,296A,2026-03-31,,5618000000,0.128,,,,,1628000000,0.089,1629000000,0.102,,1113000000,,29.31,,,,,,,,,,,,,,,,0.853,,,,,,true,true,12,2025-04-01,2026-03-31,1
2025-04-23,296A,2025-03-31,,4554000000,0.132,,,,,1434000000,0.871,1416000000,0.846,975000000,,0.813,25.91,,,,,,3599000000,2934000000,0.815,77.21,2934000000,,,,,24.50,,,,38000000,,37639726,false,false,12,2024-04-01,2025-03-31,0
2025-04-23,296A,2024-03-31,,4021000000,0.142,,,,,766000000,0.074,767000000,0.072,537000000,,0.838,14.34,,,,,,2715000000,2224000000,0.819,59.32,2224000000,,,,,11.50,,,,37500000,,37500000,false,false,12,2023-04-01,2024-03-31,-1
2025-04-23,296A,2026-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00,,,,,,,false,true,12,2025-04-01,2026-03-31,1
2025-06-16,296A0,2026-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00,,,,,,,false,true,12,2025-04-01,2026-03-31,0
2025-06-16,296A0,2025-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.50,,,,,,,false,false,12,2024-04-01,2025-03-31,-1
2025-07-22,296A,2026-03-31,1,1298000000,,,,,,364000000,,365000000,,,248000000,,6.53,,,,,,3733000000,2441000000,0.645,,2409000000,,,,,,,,,,,,true,false,3,2025-04-01,2025-06-30,0
2025-07-22,296A,2026-03-31,1,2659000000,0.125,,,,,764000000,0.172,765000000,0.174,,519000000,,13.67,,,,,,,,,,,,,,,,,,,,,,true,true,6,2025-04-01,2025-09-30,0
2025-07-22,296A,2026-03-31,1,5618000000,0.128,,,,,1628000000,0.089,1629000000,0.102,,1113000000,,29.31,,,,,,,,,,,,,,,,,,,,,,true,true,12,2025-04-01,2026-03-31,0
