filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2015-05-11,83930,2015-03-31,,,,,,,,,,12808000000,0.204,6238000000,,-0.092,36.51,36.47,0.052,0.005,,,2624346000000,132583000000,0.047,736.99,125900000000,138011000000,-79505000000,-6291000000,117754000000,,0.219,,,,,,true,false,12,2014-04-01,2015-03-31,0
2015-05-11,83930,2014-03-31,,,,,,,,,,10631000000,0.205,6876000000,,0.309,40.00,39.97,0.061,0.004,,,2342793000000,118423000000,0.047,657.20,112258000000,75864000000,-47832000000,12330000000,65536000000,,0.174,,,,,,true,false,12,2013-04-01,2014-03-31,-1
2015-05-11,83930,2016-03-31,,,,,,,,,,6000000000,0.103,,3600000000,,21.07,,,,,,,,,,,,,,,,,,,,,,true,true,6,2015-04-01,2015-09-30,1
2015-05-11,83930,2016-03-31,,,,,,,,,,11600000000,-0.094,,7000000000,,40.97,,,,,,,,,,,,,,,,0.195,,,,,,true,true,12,2015-04-01,2016-03-31,1
2015-05-11,83930,2015-03-31,,,,,,,,,,11930000000,0.231,6187000000,,-0.094,36.22,36.17,,,,,2614198000000,128091000000,0.048,749.46,128030000000,,,,,8.00,,,,176334000,5504924,170831715,false,false,12,2014-04-01,2015-03-31,0
2015-05-11,83930,2014-03-31,,,,,,,,,,9687000000,0.217,6831000000,,0.312,39.74,39.71,,,,,2331562000000,114238000000,0.048,668.61,114208000000,,,,,7.00,,,,176334000,5521702,171893742,false,false,12,2013-04-01,2014-03-31,-1
2015-05-11,83930,2016-03-31,,,,,,,,,,5600000000,0.111,3600000000,,0.197,21.07,,,,,,,,,,,,,,,,,,,,,,false,true,6,2015-04-01,2015-09-30,1
2015-05-11,83930,2016-03-31,,,,,,,,,,10800000000,-0.094,7000000000,,0.131,40.97,,,,,,,,,,,,,,,8.00,,,,,,,false,true,12,2015-04-01,2016-03-31,1
2015-08-07,83930,2016-03-31,1,,,,,,,,,4888000000,0.827,,3021000000,,17.68,17.66,,,,,2672074000000,133434000000,0.047,,126629000000,,,,,,,,,,,,true,false,3,2015-04-01,2015-06-30,0
2015-08-07,83930,2015-03-31,1,,,,,,,,,2675000000,-0.292,,1496000000,,8.76,8.75,,,,,,,,,,,,,,,,,,,,,true,false,3,2014-04-01,2014-06-30,-1
