filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2025-01-31,303A,2025-03-31,3,612000000,,,,,,76000000,,65000000,,43000000,,,28.81,28.73,,,,,668000000,514000000,0.769,,514000000,,,,,,,,,1637000,,1503487,false,false,9,2024-04-01,2024-12-31,0
2025-01-31,303A,2025-03-31,3,821000000,0.210,,,,,73000000,2.918,58000000,1.927,41000000,,2.333,26.75,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-04-01,2025-03-31,0
2025-01-31,303A,2024-03-31,3,,,,,,,,,,,,,,,,,,,,512000000,374000000,0.730,,373000000,,,,,0.00,,,,1500000,,,false,false,12,2023-04-01,2024-03-31,-1
2025-01-31,303A,2025-03-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-04-01,2025-03-31,0
2025-05-08,303A,2025-03-31,,829000000,0.221,,,,,79000000,3.287,67000000,2.414,48000000,,2.965,31.83,31.45,0.109,0.112,0.096,,695000000,520000000,0.747,317.62,519000000,125000000,-107000000,97000000,347000000,0.00,,,,1637000,,1536408,false,false,12,2024-04-01,2025-03-31,0
2025-05-08,303A,2024-03-31,,678000000,0.300,,,,,18000000,0.372,19000000,0.545,12000000,,0.288,8.22,,0.034,0.041,0.027,,512000000,374000000,0.730,249.32,373000000,88000000,-76000000,,231000000,0.00,,,,1500000,,1500000,false,false,12,2023-04-01,2024-03-31,-1
2025-05-08,303A,2026-03-31,,967000000,0.166,,,,,85000000,0.063,85000000,0.254,59000000,,0.217,38.73,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2025-04-01,2026-03-31,1
2025-07-31,303A,2026-03-31,1,223000000,,,,,,14000000,,14000000,,9000000,,,5.87,5.81,,,,,671000000,530000000,0.789,,529000000,,,,,,,,,1637000,,1637000,false,false,3,2025-04-01,2025-06-30,0
2025-07-31,303A,2026-03-31,1,967000000,0.166,,,,,85000000,0.063,85000000,0.254,59000000,,0.217,38.73,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2025-04-01,2026-03-31,0
2025-07-31,303A,2025-03-31,1,,,,,,,,,,,,,,,,,,,,695000000,520000000,0.747,,519000000,,,,,0.00,,,,1637000,,,false,false,12,2024-04-01,2025-03-31,-1
