filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2024-09-12,211A0,2024-07-31,,6475000000,0.144,,,,,637000000,0.223,601000000,0.175,405000000,,0.107,533.72,476.22,0.113,0.075,0.098,,8403000000,4100000000,0.488,4050.19,4100000000,876000000,-64000000,466000000,2443000000,85.00,0.159,,,1012500,,759147,false,false,12,2023-08-01,2024-07-31,0
2024-09-12,211A0,2023-07-31,,5659000000,0.251,,,,,521000000,0.076,511000000,0.084,365000000,,0.169,487.84,,0.127,0.073,0.092,,7667000000,3045000000,0.397,4060.39,3045000000,136000000,-266000000,142000000,1165000000,20000.00,0.137,,,948000,198000,750000,false,false,12,2022-08-01,2023-07-31,-1
2024-09-12,211A0,2025-07-31,,6700000000,0.035,,,,,685000000,0.075,674000000,0.121,439000000,,0.083,433.58,,,,,,,,,,,,,,,130.00,0.300,,,,,,false,true,12,2024-08-01,2025-07-31,1
2024-12-12,211A0,2025-07-31,1,1734000000,,,,,,173000000,,171000000,,119000000,,,118.31,108.68,,,,,8021000000,4134000000,0.515,,4134000000,,,,,,,,,1012500,,1012500,false,false,3,2024-08-01,2024-10-31,0
2024-12-12,211A0,2025-07-31,1,6700000000,0.035,,,,,685000000,0.075,674000000,0.121,439000000,,0.083,433.58,,,,,,,,,,,,,,,130.00,,,,,,,false,true,12,2024-08-01,2025-07-31,0
2024-12-12,211A0,2024-07-31,1,,,,,,,,,,,,,,,,,,,,8403000000,4100000000,0.488,,4100000000,,,,,85.00,,,,1012500,,,false,false,12,2023-08-01,2024-07-31,-1
2025-03-13,211A0,2025-07-31,2,3747000000,,,,,,457000000,,460000000,,319000000,,,315.56,289.70,,,,,7922000000,4334000000,0.547,,4334000000,,,,,,,,,1012500,,1012500,false,false,6,2024-08-01,2025-01-31,0
2025-03-13,211A0,2025-07-31,2,6700000000,0.035,,,,,685000000,0.075,674000000,0.121,439000000,,0.083,433.58,,,,,,,,,,,,,,,130.00,,,,,,,false,true,12,2024-08-01,2025-07-31,0
2025-03-13,211A0,2024-07-31,2,,,,,,,,,,,,,,,,,,,,8403000000,4100000000,0.488,,4100000000,,,,,85.00,,,,1012500,,,false,false,12,2023-08-01,2024-07-31,-1
2025-03-13,211A0,2025-07-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-08-01,2025-07-31,0
2025-06-12,211A0,2025-07-31,3,5593000000,0.202,,,,,730000000,0.713,731000000,0.763,514000000,,0.887,513.03,470.29,,,,,8239000000,4207000000,0.511,,4207000000,,,,,,,,,1012500,103200,1003620,false,false,9,2024-08-01,2025-04-30,0
2025-06-12,211A0,2024-07-31,3,4654000000,,,,,,426000000,,415000000,,272000000,,,363.77,,,,,,,,,,,,,,,,,,,,,750000,false,false,9,2023-08-01,2024-04-30,-1
2025-06-12,211A0,2025-07-31,3,7500000000,0.158,,,,,870000000,0.365,868000000,0.444,580000000,,0.431,592.85,,,,,,,,,,,,,,,150.00,,,,,,,false,true,12,2024-08-01,2025-07-31,0
2025-06-12,211A0,2024-07-31,3,,,,,,,,,,,,,,,,,,,,8403000000,4100000000,0.488,,4100000000,,,,,85.00,,,,1012500,,,false,false,12,2023-08-01,2024-07-31,-1
2025-06-12,211A0,2025-07-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-08-01,2025-07-31,0
2025-09-12,211A0,2025-07-31,,7587000000,0.172,,,,,937000000,0.470,937000000,0.559,658000000,,0.624,670.73,,0.156,0.116,0.124,,7821000000,4361000000,0.558,4331.24,4361000000,786000000,-854000000,-1366000000,1009000000,150.00,0.224,,,1012500,5600,981157,false,false,12,2024-08-01,2025-07-31,0
2025-09-12,211A0,2024-07-31,,6475000000,0.144,,,,,637000000,0.223,601000000,0.175,405000000,,0.107,533.72,476.22,0.113,0.075,0.098,,8403000000,4100000000,0.488,4050.19,4100000000,876000000,-64000000,466000000,2443000000,85.00,0.159,,,1012500,,759147,false,false,12,2023-08-01,2024-07-31,-1
2025-09-12,211A0,2026-07-31,,7800000000,0.028,,,,,990000000,0.056,988000000,0.054,675000000,,0.026,670.37,,,,,,,,,,,,,,,180.00,0.269,,,,,,false,true,12,2025-08-01,2026-07-31,1
