filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2015-05-07,32040,2015-12-31,,19000000000,0.000,,,,,720000000,0.000,500000000,0.000,580000000,,0.813,65.02,,,,,,,,,,,,,,,,,,,,,,true,true,12,2015-01-01,2015-12-31,0
2015-05-07,32040,2014-12-31,,19378000000,,,,,,584000000,,452000000,,347000000,,,39.01,,,,,,,,,,,,,,,,,,,,,,true,false,12,2014-01-01,2014-12-31,-1
2015-05-11,32040,2015-12-31,1,4369000000,-0.054,,,,,142000000,-0.309,84000000,-0.352,317000000,,2.301,3.56,,,,,,34992000000,11524000000,0.329,,11517000000,,,,,,,,,,,,true,false,3,2015-01-01,2015-03-31,0
2015-05-11,32040,2014-12-31,1,4620000000,0.074,,,,,206000000,-0.005,130000000,0.136,96000000,,0.013,1.08,,,,,,,,,,,,,,,,,,,,,,true,false,3,2014-01-01,2014-03-31,-1
2015-05-11,32040,2015-12-31,1,19000000000,-0.020,,,,,720000000,0.232,500000000,0.105,580000000,,0.667,65.02,,,,,,,,,,,,,,,,,,,,,,true,true,12,2015-01-01,2015-12-31,0
2015-05-11,32040,2014-12-31,1,,,,,,,,,,,,,,,,,,,,33124000000,11342000000,0.342,,11335000000,,,,,,,,,,,,true,false,12,2014-01-01,2014-12-31,-1
2015-05-11,32040,2014-12-31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,89404488,206731,,false,false,12,2014-01-01,2014-12-31,-1
2015-05-11,32040,2015-12-31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,,,,,,,false,true,12,2015-01-01,2015-12-31,0
2015-05-11,32040,2015-12-31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89404488,207507,89197539,false,false,3,2015-01-01,2015-03-31,0
2015-05-11,32040,2014-12-31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89200985,false,false,3,2014-01-01,2014-03-31,-1
