filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2024-10-15,244A0,2024-08-31,,4422000000,0.184,,,,,602000000,0.561,611000000,0.543,,417000000,,153.89,,0.248,0.188,0.136,,3536000000,1911000000,0.540,704.30,1911000000,545000000,-24000000,-75000000,1113000000,,,,,,,,true,false,12,2023-09-01,2024-08-31,0
2024-10-15,244A0,2023-08-31,,3736000000,0.135,,,,,386000000,0.327,396000000,0.272,,279000000,,102.96,,0.214,0.132,0.103,,2955000000,1455000000,0.493,537.08,1455000000,183000000,224000000,-319000000,668000000,,,,,,,,true,false,12,2022-09-01,2023-08-31,-1
2024-10-15,244A0,2025-08-31,,5030000000,0.138,,,,,675000000,0.121,741000000,0.212,,459000000,,142.54,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-09-01,2025-08-31,1
2024-10-15,244A0,2024-08-31,,905000000,0.110,,,,,156000000,1.480,164000000,1.330,111000000,,1.240,41.19,,,,,,2409000000,1006000000,0.418,371.06,1006000000,,,,,0.00,,,,2940000,226200,2712564,false,false,12,2023-09-01,2024-08-31,0
2024-10-15,244A0,2023-08-31,,815000000,0.192,,,,,63000000,,70000000,-0.373,49000000,,-0.512,18.40,,,,,,2207000000,856000000,0.388,316.17,856000000,,,,,0.00,,,,2940000,230000,2710000,false,false,12,2022-09-01,2023-08-31,-1
2024-10-15,244A0,2025-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-09-01,2025-08-31,1
2025-01-10,244A0,2025-08-31,1,1094000000,,,,,,158000000,,147000000,,,97000000,,31.36,28.88,,,,,4113000000,2807000000,0.683,,2807000000,,,,,,,,,,,,true,false,3,2024-09-01,2024-11-30,0
2025-01-10,244A0,2025-08-31,1,5030000000,0.138,,,,,675000000,0.121,741000000,0.212,,459000000,,142.54,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-09-01,2025-08-31,0
2025-01-10,244A0,2024-08-31,1,,,,,,,,,,,,,,,,,,,,3536000000,1911000000,0.540,,1911000000,,,,,,,,,,,,true,false,12,2023-09-01,2024-08-31,-1
2025-01-10,244A0,2024-08-31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,2940000,226200,,false,false,12,2023-09-01,2024-08-31,-1
