filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2024-05-15,177A0,2024-03-31,,4770000000,0.006,,,,,596000000,-0.529,635000000,-0.489,,384000000,,92.43,,0.121,0.100,0.125,,6589000000,3342000000,0.507,802.50,3342000000,823000000,-577000000,-1000000,1726000000,,0.151,,,,,,true,false,12,2023-04-01,2024-03-31,0
2024-05-15,177A0,2023-03-31,,4742000000,0.202,,,,,1267000000,0.307,1244000000,0.356,,829000000,,199.23,,0.317,0.212,0.267,,6134000000,3017000000,0.492,724.57,3017000000,461000000,-575000000,-172000000,1462000000,,0.095,,,,,,true,false,12,2022-04-01,2023-03-31,-1
2024-05-15,177A0,2025-03-31,,4852000000,0.017,,,,,857000000,0.437,876000000,0.379,,629000000,,126.89,,,,,,,,,,,,,,,,0.110,,,,,,true,true,12,2024-04-01,2025-03-31,1
2024-05-15,177A0,2024-03-31,,4391000000,-0.004,,,,,445000000,-0.611,409000000,-0.633,212000000,,-0.718,50.90,,,,,,6023000000,2845000000,0.472,683.18,2845000000,,,,,14.00,,,,4165000,,4165000,false,false,12,2023-04-01,2024-03-31,0
2024-05-15,177A0,2023-03-31,,4406000000,0.217,,,,,1144000000,0.316,1116000000,0.326,751000000,,0.331,180.37,,,,,,5751000000,2712000000,0.472,651.21,2712000000,,,,,19.00,,,,4165000,,4165000,false,false,12,2022-04-01,2023-03-31,-1
2024-05-15,177A0,2025-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.00,,,,,,,false,true,12,2024-04-01,2025-03-31,1
2024-08-14,177A0,2025-03-31,1,1241000000,,,,,,206000000,,225000000,,,162000000,,33.62,,,,,,8402000000,5127000000,0.610,,5127000000,,,,,,,,,,,,true,false,3,2024-04-01,2024-06-30,0
2024-08-14,177A0,2025-03-31,1,4852000000,0.017,,,,,857000000,0.437,876000000,0.379,,629000000,,124.81,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-04-01,2025-03-31,0
2024-08-14,177A0,2024-03-31,1,,,,,,,,,,,,,,,,,,,,6589000000,3342000000,0.507,,3342000000,,,,,,,,,,,,true,false,12,2023-04-01,2024-03-31,-1
2024-08-14,177A0,2024-03-31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.00,,,,4165000,,,false,false,12,2023-04-01,2024-03-31,-1
2024-08-14,177A0,2025-03-31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.00,,,,,,,false,true,12,2024-04-01,2025-03-31,0
2024-08-14,177A0,2025-03-31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5111600,,4840503,false,false,3,2024-04-01,2024-06-30,0
2024-08-14,177A0,2024-03-31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4165000,false,false,3,2023-04-01,2023-06-30,-1
2024-11-14,177A0,2025-03-31,2,2507000000,,,,,,379000000,,416000000,,,277000000,,55.70,,,,,,8515000000,5279000000,0.620,,5279000000,,,,,,,,,,,,true,false,6,2024-04-01,2024-09-30,0
2024-11-14,177A0,2025-03-31,2,4852000000,0.017,,,,,857000000,0.437,876000000,0.379,,629000000,,124.81,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-04-01,2025-03-31,0
2024-11-14,177A0,2024-03-31,2,,,,,,,,,,,,,,,,,,,,6589000000,3342000000,0.507,,3342000000,,,,,,,,,,,,true,false,12,2023-04-01,2024-03-31,-1
2024-11-14,177A0,2024-03-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.00,,,,4165000,,,false,false,12,2023-04-01,2024-03-31,-1
2024-11-14,177A0,2025-03-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-04-01,2025-03-31,0
2024-11-14,177A0,2025-03-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.00,,,,,,,false,true,12,2024-04-01,2025-03-31,0
2024-11-14,177A0,2025-03-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5111600,,4976792,false,false,6,2024-04-01,2024-09-30,0
2024-11-14,177A0,2024-03-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4165000,false,false,6,2023-04-01,2023-09-30,-1
2025-02-14,177A0,2025-03-31,3,3923000000,0.107,,,,,675000000,0.820,740000000,0.862,,516000000,,102.95,,,,,,8636000000,5467000000,0.633,,5467000000,,,,,,,,,,,,true,false,9,2024-04-01,2024-12-31,0
2025-02-14,177A0,2024-03-31,3,3544000000,,,,,,370000000,,397000000,,,207000000,,49.73,,,,,,,,,,,,,,,,,,,,,,true,false,9,2023-04-01,2023-12-31,-1
2025-02-14,177A0,2025-03-31,3,4852000000,0.017,,,,,857000000,0.437,876000000,0.379,,629000000,,124.81,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-04-01,2025-03-31,0
2025-02-14,177A0,2024-03-31,3,,,,,,,,,,,,,,,,,,,,6589000000,3342000000,0.507,,3342000000,,,,,,,,,,,,true,false,12,2023-04-01,2024-03-31,-1
2025-02-14,177A0,2024-03-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.00,,,,4165000,,,false,false,12,2023-04-01,2024-03-31,-1
2025-02-14,177A0,2025-03-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-04-01,2025-03-31,0
2025-02-14,177A0,2025-03-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.00,,,,,,,false,true,12,2024-04-01,2025-03-31,0
2025-02-14,177A0,2025-03-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5111600,,5021891,false,false,9,2024-04-01,2024-12-31,0
2025-02-14,177A0,2024-03-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4165000,false,false,9,2023-04-01,2023-12-31,-1
2025-05-14,177A0,2025-03-31,,5206000000,0.091,,,,,991000000,0.661,1065000000,0.676,,794000000,,157.57,,0.174,0.136,0.190,,9066000000,5781000000,0.638,1131.12,5781000000,915000000,-1090000000,1376000000,2949000000,,0.152,,,,,,true,false,12,2024-04-01,2025-03-31,0
2025-05-14,177A0,2024-03-31,,4770000000,0.006,,,,,596000000,-0.529,635000000,-0.489,,384000000,,92.43,,0.121,0.100,0.125,,6589000000,3342000000,0.507,802.50,3342000000,823000000,-577000000,-1000000,1726000000,,0.151,,,,,,true,false,12,2023-04-01,2024-03-31,-1
2025-05-14,177A0,2026-03-31,,5679000000,0.091,,,,,1065000000,0.075,1135000000,0.066,,822000000,,160.85,,,,,,,,,,,,,,,,0.155,,,,,,true,true,12,2025-04-01,2026-03-31,1
2025-05-14,177A0,2025-03-31,,4560000000,0.039,,,,,726000000,0.632,702000000,0.717,509000000,,1.401,100.93,,,,,,8033000000,4951000000,0.616,968.65,4951000000,,,,,24.00,,,,5111600,,5044011,false,false,12,2024-04-01,2025-03-31,0
2025-05-14,177A0,2024-03-31,,4391000000,-0.004,,,,,445000000,-0.611,409000000,-0.633,212000000,,-0.718,50.90,,,,,,6023000000,2845000000,0.472,683.18,2845000000,,,,,14.00,,,,4165000,,4165000,false,false,12,2023-04-01,2024-03-31,-1
2025-05-14,177A0,2026-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.00,,,,,,,false,true,12,2025-04-01,2026-03-31,1
