filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2019-03-29,44340,2019-02-28,,4477000000,0.008,,,,,335000000,0.279,335000000,0.264,356000000,,0.141,248.44,,,,,,,,,,,,,,,,,,,,,,false,true,12,2018-03-01,2019-02-28,0
2019-03-29,44340,2018-02-28,,3066000000,,,,,,53000000,,38000000,,179000000,,,131.80,,,,,,,,,,,,,,,,,,,,,,false,false,12,2017-03-01,2018-02-28,-1
2019-04-15,44340,2019-02-28,,4477000000,0.460,,,,,335000000,5.332,335000000,7.699,356000000,,0.990,248.44,,0.234,0.117,0.075,,3190000000,1736000000,0.544,1165.54,1736000000,157000000,172000000,70000000,760000000,0.00,,,,1490000,,1435863,false,false,12,2018-03-01,2019-02-28,0
2019-04-15,44340,2018-02-28,,3066000000,0.336,,,,,53000000,-0.036,38000000,-0.239,179000000,,-0.119,131.80,,0.163,0.018,0.017,,2553000000,1318000000,0.516,969.26,1318000000,-387000000,162000000,312000000,357000000,0.00,,,,1360000,,1360000,false,false,12,2017-03-01,2018-02-28,-1
2019-04-15,44340,2020-02-28,,2725000000,,,,,,109000000,,102000000,,73000000,,,43.82,,,,,,,,,,,,,,,,,,,,,,false,true,6,2019-03-01,2019-08-31,1
2019-04-15,44340,2020-02-28,,6005000000,0.341,,,,,372000000,0.111,368000000,0.098,265000000,,-0.256,157.67,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2019-03-01,2020-02-29,1
2019-07-11,44340,2020-02-29,1,1440000000,,,,,,100000000,,92000000,,93000000,,,56.30,53.06,,,,,3286000000,2465000000,0.750,,2465000000,,,,,,,,,1690000,,1666087,false,false,3,2019-03-01,2019-05-31,0
2019-07-11,44340,2020-02-29,1,2725000000,,,,,,109000000,,102000000,,100000000,,,60.11,,,,,,,,,,,,,,,,,,,,,,false,true,6,2019-03-01,2019-08-31,0
2019-07-11,44340,2020-02-29,1,6005000000,0.341,,,,,372000000,0.111,368000000,0.098,292000000,,-0.179,173.90,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2019-03-01,2020-02-29,0
2019-07-11,44340,2019-02-28,1,,,,,,,,,,,,,,,,,,,,3171000000,1736000000,0.548,,1736000000,,,,,0.00,,,,1490000,,,false,false,12,2018-03-01,2019-02-28,-1
2019-10-15,44340,2020-02-29,2,3074000000,,,,,,200000000,,190000000,,164000000,,,48.89,47.32,,,,,3525000000,2649000000,0.752,,2649000000,,,,,,,,,3380190,56,3356106,false,false,6,2019-03-01,2019-08-31,0
2019-10-15,44340,2020-02-29,2,6005000000,0.341,,,,,372000000,0.111,368000000,0.098,292000000,,-0.179,86.95,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2019-03-01,2020-02-29,0
2019-10-15,44340,2019-02-28,2,,,,,,,,,,,,,,,,,,,,3171000000,1736000000,0.548,,1736000000,,,,,0.00,,,,2980000,,,false,false,12,2018-03-01,2019-02-28,-1
2019-10-15,44340,2020-02-29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2019-03-01,2020-02-29,0
2020-01-14,44340,2020-02-29,3,4741000000,0.571,,,,,312000000,0.524,315000000,0.488,250000000,,-0.192,74.45,72.04,,,,,4284000000,3017000000,0.704,,3017000000,,,,,,,,,3380190,91,3364050,false,false,9,2019-03-01,2019-11-30,0
2020-01-14,44340,2019-02-28,3,3018000000,,,,,,205000000,,211000000,,310000000,,,109.32,,,,,,,,,,,,,,,,,,,,,2836291,false,false,9,2018-03-01,2018-11-30,-1
2020-01-14,44340,2020-02-29,3,6005000000,0.341,,,,,372000000,0.111,368000000,0.098,292000000,,-0.179,86.95,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2019-03-01,2020-02-29,0
2020-01-14,44340,2019-02-28,3,,,,,,,,,,,,,,,,,,,,3171000000,1736000000,0.548,,1736000000,,,,,0.00,,,,2980000,,,false,false,12,2018-03-01,2019-02-28,-1
2020-01-14,44340,2020-02-29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2019-03-01,2020-02-29,0
2020-02-21,44340,2020-02-29,,6753000000,0.125,,,,,421000000,0.130,424000000,0.152,332000000,,0.137,98.86,,,,,,,,,,,,,,,,,,,,,,false,true,12,2019-03-01,2020-02-29,0
2020-02-21,44340,2019-02-28,,4477000000,,,,,,335000000,,335000000,,356000000,,,124.22,,,,,,,,,,,,,,,,,,,,,,false,false,12,2018-03-01,2019-02-28,-1
2020-04-14,44340,2020-02-29,,6811000000,0.521,,,,,417000000,0.244,421000000,0.255,333000000,,-0.065,98.98,92.78,0.140,0.110,0.061,,4472000000,3035000000,0.679,897.94,3035000000,407000000,-155000000,567000000,1579000000,0.00,,,,3380190,112,3368033,false,false,12,2019-03-01,2020-02-29,0
2020-04-14,44340,2019-02-28,,4477000000,0.460,,,,,335000000,5.332,335000000,7.699,356000000,,0.990,124.22,,0.234,0.117,0.075,,3171000000,1736000000,0.548,582.77,1736000000,157000000,172000000,70000000,760000000,0.00,,,,2980000,,2871726,false,false,12,2018-03-01,2019-02-28,-1
2020-04-14,44340,2021-02-28,,8003000000,0.175,,,,,417000000,0.000,426000000,0.012,306000000,,-0.079,90.79,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2020-03-01,2021-02-28,1
2020-07-15,44340,2021-02-28,1,1922000000,0.335,,,,,69000000,-0.305,76000000,-0.168,55000000,,-0.409,16.32,15.31,,,,,4628000000,3173000000,0.686,,3173000000,,,,,,,,,3425670,144,3395871,false,false,3,2020-03-01,2020-05-31,0
2020-07-15,44340,2020-02-28,1,1440000000,,,,,,100000000,,92000000,,93000000,,,28.15,26.53,,,,,,,,,,,,,,,,,,,,3332174,false,false,3,2019-03-01,2019-05-31,-1
2020-07-15,44340,2021-02-28,1,8003000000,0.175,,,,,417000000,0.000,426000000,0.012,306000000,,-0.079,90.79,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2020-03-01,2021-02-28,0
2020-07-15,44340,2020-02-28,1,,,,,,,,,,,,,,,,,,,,4472000000,3035000000,0.679,,3035000000,,,,,0.00,,,,3380190,112,,false,false,12,2019-03-01,2020-02-29,-1
2020-10-09,44340,2021-02-28,,8003000000,0.000,,,,,392000000,-0.061,377000000,-0.114,448000000,,0.461,62.00,,,,,,,,,,,,,,,,,,,,,,false,true,12,2020-03-01,2021-02-28,0
2020-10-09,44340,2020-02-28,,6811000000,,,,,,417000000,,421000000,,333000000,,,49.49,,,,,,,,,,,,,,,,,,,,,,false,false,12,2019-03-01,2020-02-29,-1
2020-10-15,44340,2021-02-28,2,3777000000,0.229,,,,,159000000,-0.206,145000000,-0.232,281000000,,0.716,40.87,38.41,,,,,9978000000,8428000000,0.844,,8422000000,,,,,,,,,7491924,340,6892036,false,false,6,2020-03-01,2020-08-31,0
2020-10-15,44340,2020-02-28,2,3074000000,,,,,,200000000,,190000000,,164000000,,,24.45,23.66,,,,,,,,,,,,,,,,,,,,6712212,false,false,6,2019-03-01,2019-08-31,-1
2020-10-15,44340,2021-02-28,2,8003000000,0.175,,,,,392000000,-0.061,377000000,-0.104,448000000,,0.345,62.00,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2020-03-01,2021-02-28,0
2020-10-15,44340,2020-02-28,2,,,,,,,,,,,,,,,,,,,,4472000000,3035000000,0.679,,3035000000,,,,,0.00,,,,6760380,224,,false,false,12,2019-03-01,2020-02-29,-1
2020-10-15,44340,2021-02-28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2020-03-01,2021-02-28,0
2021-01-14,44340,2021-02-28,3,5686000000,0.200,,,,,262000000,-0.159,266000000,-0.155,367000000,,0.469,51.70,48.86,,,,,10882000000,9038000000,0.831,,9038000000,,,,,,,,,7582060,340,7116770,false,false,9,2020-03-01,2020-11-30,0
2021-01-14,44340,2020-02-28,3,4741000000,0.571,,,,,312000000,0.524,315000000,0.488,250000000,,-0.192,37.22,36.02,,,,,,,,,,,,,,,,,,,,6728099,false,false,9,2019-03-01,2019-11-30,-1
2021-01-14,44340,2021-02-28,3,8003000000,0.175,,,,,392000000,-0.061,377000000,-0.104,448000000,,0.345,62.00,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2020-03-01,2021-02-28,0
2021-01-14,44340,2020-02-28,3,,,,,,,,,,,,,,,,,,,,4472000000,3035000000,0.679,,3035000000,,,,,0.00,,,,6760380,224,,false,false,12,2019-03-01,2020-02-29,-1
2021-01-14,44340,2021-02-28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2020-03-01,2021-02-28,0
2021-04-14,44340,2021-02-28,,8029000000,0.179,,,,,419000000,0.005,410000000,-0.025,482000000,,0.447,66.68,63.21,0.081,0.054,0.052,,10717000000,8855000000,0.826,1167.06,8855000000,529000000,159000000,5157000000,7426000000,0.00,,,,7588044,340,7232317,false,false,12,2020-03-01,2021-02-28,0
2021-04-14,44340,2020-02-28,,6811000000,0.521,,,,,417000000,0.244,421000000,0.255,333000000,,-0.065,49.49,46.39,0.140,0.110,0.061,,4472000000,3035000000,0.679,448.97,3035000000,407000000,-155000000,567000000,1579000000,0.00,,,,6760380,224,6736067,false,false,12,2019-03-01,2020-02-29,-1
2021-04-14,44340,2022-02-28,,9300000000,0.158,,,,,446000000,0.064,471000000,0.148,326000000,,-0.323,45.17,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2021-03-01,2022-02-28,1
2021-07-15,44340,2022-02-28,1,2509000000,0.305,,,,,171000000,1.460,168000000,1.197,110000000,,0.986,14.43,13.89,,,,,10697000000,8914000000,0.833,,8914000000,,,,,,,,,7656188,340,7629924,false,false,3,2021-03-01,2021-05-31,0
2021-07-15,44340,2021-02-28,1,1922000000,0.335,,,,,69000000,-0.305,76000000,-0.168,55000000,,-0.409,8.16,7.66,,,,,,,,,,,,,,,,,,,,6791742,false,false,3,2020-03-01,2020-05-31,-1
2021-07-15,44340,2022-02-28,1,9300000000,0.158,,,,,446000000,0.064,471000000,0.148,326000000,,-0.323,45.17,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2021-03-01,2022-02-28,0
2021-07-15,44340,2021-02-28,1,,,,,,,,,,,,,,,,,,,,10717000000,8855000000,0.826,,8855000000,,,,,0.00,,,,7588044,340,,false,false,12,2020-03-01,2021-02-28,-1
2021-10-15,4434,2022-02-28,2,5088000000,,,,,,364000000,,362000000,,,246000000,,32.24,31.11,,,,,10859000000,9021000000,0.831,,9021000000,,,,,,,,,,,,true,false,6,2021-03-01,2021-08-31,0
2021-10-15,4434,2022-02-28,2,10212000000,,,,,,420000000,,443000000,,,319000000,,41.79,,,,,,,,,,,,,,,,,,,,,,true,true,12,2021-03-01,2022-02-28,0
2021-10-15,4434,2021-02-28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,7588044,340,,false,false,12,2020-03-01,2021-02-28,-1
2021-10-15,4434,2022-02-28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2021-03-01,2022-02-28,0
2021-10-15,4434,2022-02-28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2021-03-01,2022-02-28,0
2021-10-15,4434,2022-02-28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7671484,340,7647707,false,false,6,2021-03-01,2021-08-31,0
2021-10-15,4434,2021-02-28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6892036,false,false,6,2020-03-01,2020-08-31,-1
2021-10-15,44340,2022-02-28,,10212000000,,,,,,420000000,,443000000,,,319000000,,41.79,,,,,,,,,,,,,,,,,,,,,,true,true,12,2021-03-01,2022-02-28,0
2021-10-15,44340,2022-02-28,,10197000000,0.097,,,,,489000000,0.097,515000000,0.093,355000000,,0.088,46.46,,,,,,,,,,,,,,,,,,,,,,false,true,12,2021-03-01,2022-02-28,0
2021-10-15,44340,2021-02-28,,8029000000,,,,,,419000000,,410000000,,482000000,,,66.68,,,,,,,,,,,,,,,,,,,,,,false,false,12,2020-03-01,2021-02-28,-1
2022-01-14,44340,2022-02-28,3,7772000000,,,,,,525000000,,549000000,,,383000000,,50.06,48.35,,,,,11350000000,9126000000,0.798,,9058000000,,,,,,,,,,,,true,false,9,2021-03-01,2021-11-30,0
2022-01-14,44340,2022-02-28,3,10212000000,,,,,,420000000,,443000000,,,319000000,,41.79,,,,,,,,,,,,,,,,,,,,,,true,true,12,2021-03-01,2022-02-28,0
2022-01-14,44340,2021-02-28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,7588044,340,,false,false,12,2020-03-01,2021-02-28,-1
2022-01-14,44340,2022-02-28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2021-03-01,2022-02-28,0
2022-01-14,44340,2022-02-28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2021-03-01,2022-02-28,0
2022-01-14,44340,2022-02-28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7674892,372,7656163,false,false,9,2021-03-01,2021-11-30,0
2022-01-14,44340,2021-02-28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7116770,false,false,9,2020-03-01,2020-11-30,-1
2022-02-18,44340,2022-02-28,,10779000000,0.055,,,,,604000000,0.439,616000000,0.389,,438000000,,57.22,,,,,,,,,,,,,,,,,,,,,,true,true,12,2021-03-01,2022-02-28,0
2022-02-18,44340,2022-02-28,,10766000000,0.056,,,,,645000000,0.318,654000000,0.271,454000000,,0.279,59.33,,,,,,,,,,,,,,,,,,,,,,false,true,12,2021-03-01,2022-02-28,0
2022-02-18,44340,2021-02-28,,8029000000,,,,,,419000000,,410000000,,482000000,,,66.68,,,,,,,,,,,,,,,,,,,,,,false,false,12,2020-03-01,2021-02-28,-1
2022-04-14,44340,2022-02-28,,10920000000,,,,,,638000000,,653000000,,,442000000,,57.74,55.82,0.049,0.056,0.058,,11673000000,9088000000,0.774,1176.20,9035000000,337000000,-1067000000,101000000,6798000000,,,,,,,,true,false,12,2021-03-01,2022-02-28,0
2022-04-14,44340,2023-02-28,,13485000000,0.235,,,,,429000000,-0.328,453000000,-0.305,,373000000,,48.74,,,,,,,,,,,,,,,,,,,,,,true,true,12,2022-03-01,2023-02-28,1
2022-04-14,44340,2021-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,7588044,340,7232317,false,false,12,2020-03-01,2021-02-28,-1
2022-04-14,44340,2022-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,7681948,372,7661424,false,false,12,2021-03-01,2022-02-28,0
2022-04-14,44340,2023-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2022-03-01,2023-02-28,1
2022-07-15,44340,2023-02-28,1,3345000000,,,,,,148000000,,139000000,,,110000000,,14.40,14.02,,,,,12190000000,9042000000,0.739,,9013000000,,,,,,,,,,,,true,false,3,2022-03-01,2022-05-31,0
2022-07-15,44340,2023-02-28,1,13485000000,0.235,,,,,429000000,-0.328,453000000,-0.305,,373000000,,48.74,,,,,,,,,,,,,,,,,,,,,,true,true,12,2022-03-01,2023-02-28,0
2022-07-15,44340,2022-02-28,1,,,,,,,,,,,,,,,,,,,,11673000000,9088000000,0.774,,9035000000,,,,,,,,,,,,true,false,12,2021-03-01,2022-02-28,-1
2022-07-15,44340,2022-02-28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,7681948,372,,false,false,12,2021-03-01,2022-02-28,-1
2022-07-15,44340,2023-02-28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2022-03-01,2023-02-28,0
2022-07-15,44340,2023-02-28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7726444,372,7709144,false,false,3,2022-03-01,2022-05-31,0
2022-07-15,44340,2022-02-28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7629924,false,false,3,2021-03-01,2021-05-31,-1
2022-10-14,44340,2023-02-28,2,7075000000,0.390,,,,,335000000,-0.081,331000000,-0.087,,266000000,,34.46,33.61,,,,,13855000000,9452000000,0.681,,9430000000,,,,,,,,,,,,true,false,6,2022-03-01,2022-08-31,0
2022-10-14,44340,2022-02-28,2,5088000000,,,,,,364000000,,362000000,,,246000000,,32.24,31.11,,,,,,,,,,,,,,,,,,,,,true,false,6,2021-03-01,2021-08-31,-1
2022-10-14,44340,2023-02-28,2,13485000000,0.235,,,,,429000000,-0.328,453000000,-0.305,,373000000,,48.74,,,,,,,,,,,,,,,,,,,,,,true,true,12,2022-03-01,2023-02-28,0
