filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2024-05-15,176A0,2024-06-30,3,30476000000,,,,,,2696000000,,2676000000,,,1895000000,,104.20,,,,,,16645000000,7725000000,0.462,,7693000000,,,,,,,,,,,,true,false,9,2023-07-01,2024-03-31,0
2024-05-15,176A0,2024-06-30,3,37827000000,-0.226,,,,,2638000000,0.613,2569000000,0.303,,1808000000,,99.23,,,,,,,,,,,,,,,,,,,,,,true,true,12,2023-07-01,2024-06-30,0
2024-05-15,176A0,2023-06-30,3,,,,,,,,,,,,,,,,,,,,14948000000,6222000000,0.415,,6198000000,,,,,,,,,,,,true,false,12,2022-07-01,2023-06-30,-1
2024-05-15,176A0,2023-06-30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.00,,,,18195000,,,false,false,12,2022-07-01,2023-06-30,-1
2024-05-15,176A0,2024-06-30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2023-07-01,2024-06-30,0
2024-05-15,176A0,2024-06-30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.00,,,,,,,false,true,12,2023-07-01,2024-06-30,0
2024-05-15,176A0,2024-06-30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18195000,,18195000,false,false,9,2023-07-01,2024-03-31,0
2024-08-14,176A0,2024-06-30,,38709000000,,,,,,2793000000,,2769000000,,,1986000000,,108.85,106.60,0.274,0.171,0.072,,17519000000,8331000000,0.474,444.82,8301000000,3798000000,-643000000,-595000000,4758000000,,0.395,,,,,,true,false,12,2023-07-01,2024-06-30,0
2024-08-14,176A0,2023-06-30,,48867000000,,,,,,1636000000,,1972000000,,,1344000000,,73.92,,0.235,0.130,0.033,,14948000000,6222000000,0.415,340.65,6198000000,3136000000,-2120000000,-1158000000,2199000000,,0.298,,,,,,true,false,12,2022-07-01,2023-06-30,-1
2024-08-14,176A0,2025-06-30,,44016000000,0.137,,,,,3130000000,0.121,3084000000,0.114,,2198000000,,117.80,,,,,,,,,,,,,,,,0.306,,,,,,true,true,12,2024-07-01,2025-06-30,1
2024-08-14,176A0,2024-06-30,,32231000000,,,,,,1011000000,,1118000000,,780000000,,,42.77,41.89,,,,,14518000000,6118000000,0.419,326.24,6088000000,,,,,43.00,,,,18663300,,18253717,false,false,12,2023-07-01,2024-06-30,0
2024-08-14,176A0,2023-06-30,,45547000000,,,,,,1184000000,,1614000000,,1055000000,,,57.98,,,,,,13772000000,5208000000,0.377,285.31,5191000000,,,,,1100.00,,,,18195000,,18195000,false,false,12,2022-07-01,2023-06-30,-1
2024-08-14,176A0,2025-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.00,,,,,,,false,true,12,2024-07-01,2025-06-30,1
2024-11-14,176A0,2025-06-30,1,12585000000,,,,,,1451000000,,1446000000,,,1044000000,,55.95,54.28,,,,,17441000000,8573000000,0.490,,8543000000,,,,,,,,,,,,true,false,3,2024-07-01,2024-09-30,0
2024-11-14,176A0,2025-06-30,1,44016000000,0.137,,,,,3130000000,0.121,3084000000,0.114,,2198000000,,117.80,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-07-01,2025-06-30,0
2024-11-14,176A0,2024-06-30,1,,,,,,,,,,,,,,,,,,,,17519000000,8331000000,0.474,,8301000000,,,,,,,,,,,,true,false,12,2023-07-01,2024-06-30,-1
2024-11-14,176A0,2024-06-30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.00,,,,18663300,,,false,false,12,2023-07-01,2024-06-30,-1
2024-11-14,176A0,2025-06-30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.00,,,,,,,false,true,12,2024-07-01,2025-06-30,0
2024-11-14,176A0,2025-06-30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18663300,,18663300,false,false,3,2024-07-01,2024-09-30,0
2025-02-14,176A0,2025-06-30,2,22129000000,0.092,,,,,1798000000,0.017,1799000000,0.040,,1281000000,,68.61,66.25,,,,,19051000000,8887000000,0.465,,8859000000,,,,,,,,,,,,true,false,6,2024-07-01,2024-12-31,0
2025-02-14,176A0,2024-06-30,2,20268000000,,,,,,1767000000,,1730000000,,,1215000000,,66.82,,,,,,,,,,,,,,,,,,,,,,true,false,6,2023-07-01,2023-12-31,-1
2025-02-14,176A0,2025-06-30,2,44016000000,0.137,,,,,3130000000,0.121,3084000000,0.114,,2198000000,,117.80,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-07-01,2025-06-30,0
2025-02-14,176A0,2024-06-30,2,,,,,,,,,,,,,,,,,,,,17519000000,8331000000,0.474,,8301000000,,,,,,,,,,,,true,false,12,2023-07-01,2024-06-30,-1
2025-02-14,176A0,2024-06-30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.00,,,,18663300,,,false,false,12,2023-07-01,2024-06-30,-1
2025-02-14,176A0,2025-06-30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-07-01,2025-06-30,0
2025-02-14,176A0,2025-06-30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.00,,,,,,,false,true,12,2024-07-01,2025-06-30,0
2025-02-14,176A0,2025-06-30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18741100,,18673128,false,false,6,2024-07-01,2024-12-31,0
2025-02-14,176A0,2024-06-30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18195000,false,false,6,2023-07-01,2023-12-31,-1
2025-05-15,176A0,2025-06-30,3,35043000000,0.150,,,,,2735000000,0.015,2722000000,0.017,,1918000000,,102.51,98.67,,,,,27511000000,9714000000,0.352,,9689000000,,,,,,,,,,,,true,false,9,2024-07-01,2025-03-31,0
2025-05-15,176A0,2024-06-30,3,30476000000,,,,,,2696000000,,2676000000,,,1895000000,,104.20,,,,,,,,,,,,,,,,,,,,,,true,false,9,2023-07-01,2024-03-31,-1
2025-05-15,176A0,2025-06-30,3,44016000000,0.137,,,,,3130000000,0.121,3084000000,0.114,,2198000000,,117.80,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-07-01,2025-06-30,0
