filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2015-07-31,40250,2015-12-31,2,17239000000,-0.004,,,,,1384000000,0.213,1532000000,0.240,992000000,,0.266,45.95,,,,,,39964000000,22521000000,0.555,,22177000000,,,,,,,,,,,,true,false,6,2015-01-01,2015-06-30,0
2015-07-31,40250,2014-12-31,2,17306000000,0.005,,,,,1141000000,-0.198,1235000000,-0.186,784000000,,-0.191,36.30,,,,,,,,,,,,,,,,,,,,,,true,false,6,2014-01-01,2014-06-30,-1
2015-07-31,40250,2015-12-31,2,34000000000,0.002,,,,,1750000000,-0.020,1900000000,-0.037,1200000000,,-0.058,55.55,,,,,,,,,,,,,,,,,,,,,,true,true,12,2015-01-01,2015-12-31,0
2015-07-31,40250,2014-12-31,2,,,,,,,,,,,,,,,,,,,,37256000000,21073000000,0.557,,20740000000,,,,,,,,,,,,true,false,12,2014-01-01,2014-12-31,-1
2015-07-31,40250,2014-12-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,,,,23646924,2045251,,false,false,12,2014-01-01,2014-12-31,-1
2015-07-31,40250,2015-12-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,,,,,,,false,true,12,2015-01-01,2015-12-31,0
2015-07-31,40250,2015-12-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23646924,2046462,21601129,false,false,6,2015-01-01,2015-06-30,0
2015-07-31,40250,2014-12-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21601897,false,false,6,2014-01-01,2014-06-30,-1
2015-10-30,40250,2015-12-31,3,24517000000,-0.005,,,,,1522000000,0.219,1674000000,0.231,1073000000,,0.237,49.72,,,,,,38072000000,21812000000,0.564,,21460000000,,,,,,,,,,,,true,false,9,2015-01-01,2015-09-30,0
2015-10-30,40250,2014-12-31,3,24649000000,-0.004,,,,,1249000000,-0.246,1359000000,-0.227,868000000,,-0.221,40.19,,,,,,,,,,,,,,,,,,,,,,true,false,9,2014-01-01,2014-09-30,-1
