filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2025-02-14,285A0,2025-03-31,3,1359366000000,0.802,,,,,414606000000,,,,,252048000000,,485.94,481.30,,,,,3035047000000,,,,,,,,,,,,,,,,true,false,9,2024-04-01,2024-12-31,0
2025-02-14,285A0,2024-03-31,3,754506000000,-0.272,,,,,-296556000000,,,,,-253974000000,,-490.77,-490.77,,,,,,,,,,,,,,,,,,,,,true,false,9,2023-04-01,2023-12-31,-1
2025-02-14,285A0,2024-03-31,3,,,,,,,,,,,,,,,,,,,,2864941000000,,,,,,,,,,,,,,,,true,false,12,2023-04-01,2024-03-31,-1
2025-02-14,285A0,2024-03-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,517500000,,,false,false,12,2023-04-01,2024-03-31,-1
2025-02-14,285A0,2025-03-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-04-01,2025-03-31,0
2025-02-14,285A0,2025-03-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-04-01,2025-03-31,0
2025-02-14,285A0,2025-03-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539062560,,518676137,false,false,9,2024-04-01,2024-12-31,0
2025-02-14,285A0,2024-03-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517500000,false,false,9,2023-04-01,2023-12-31,-1
2025-02-14,285A0,2025-03-31,,1674366000000,,,,,,431606000000,,,,,254048000000,,,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-04-01,2025-03-31,0
2025-02-14,285A0,2025-03-31,,1704366000000,,,,,,453606000000,,,,,268048000000,,,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-04-01,2025-03-31,0
2025-02-14,285A0,2024-03-31,,1076584000000,,,,,,-252698000000,,,,,-243728000000,,,,,,,,,,,,,,,,,,,,,,,,true,false,12,2023-04-01,2024-03-31,-1
2025-05-15,285A,2025-03-31,,,,,,,,451748000000,,,,,272315000000,,519.96,515.45,,,,,2919679000000,,,,,476416000000,-173011000000,-322679000000,,,,,,,,,true,false,12,2024-04-01,2025-03-31,0
2025-05-15,285A,2024-03-31,,,,,,,,-252698000000,,,,,-243728000000,,-470.97,-470.97,,,,,2864941000000,,,,,195111000000,-274853000000,3238000000,,,,,,,,,true,false,12,2023-04-01,2024-03-31,-1
2025-05-15,285A,2026-03-31,,,,,,,,13000000000,-0.650,,,,0,,,,,,,,,,,,,,,,,,,,,,,,true,true,3,2025-04-01,2025-06-30,1
2025-05-15,285A,2026-03-31,,,,,,,,35000000000,-0.058,,,,14000000000,,,,,,,,,,,,,,,,,,,,,,,,true,true,3,2025-04-01,2025-06-30,1
2025-05-15,285A,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,517500000,,517500000,false,false,12,2023-04-01,2024-03-31,-1
2025-05-15,285A,2025-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,539355180,,523718990,false,false,12,2024-04-01,2025-03-31,0
2025-05-15,285A,2026-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2025-04-01,2026-03-31,1
