filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2015-07-31,75270,2015-09-30,3,2121000000,-0.048,,,,,130000000,-0.649,105000000,-0.709,71000000,,-0.822,1.06,1.06,,,,,7108000000,6685000000,0.936,98.17,6652000000,,,,,,,,,67802960,31719,67760217,false,false,9,2014-10-01,2015-06-30,0
2015-07-31,75270,2014-09-30,3,2229000000,,,,,,371000000,,362000000,,403000000,,,6.03,5.96,,,,,,,,,,,,,,,,,,,,66920368,false,false,9,2013-10-01,2014-06-30,-1
2015-07-31,75270,2015-09-30,3,3049000000,0.007,,,,,415000000,-0.156,405000000,-0.160,325000000,,-0.360,4.81,,,,,,,,,,,,,,,2.00,,,,,,,false,true,12,2014-10-01,2015-09-30,0
2015-07-31,75270,2014-09-30,3,,,,,,,,,,,,,,,,,,,,7241000000,6736000000,0.925,98.93,6695000000,,,,,2.00,,,,67710560,31719,,false,false,12,2013-10-01,2014-09-30,-1
2015-07-31,75270,2015-09-30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2014-10-01,2015-09-30,0
2015-10-30,75270,2015-09-30,,3060000000,0.011,,,,,404000000,-0.178,370000000,-0.232,309000000,,-0.391,4.57,4.56,0.046,0.051,0.132,,7413000000,6913000000,0.928,101.54,6881000000,530000000,-56000000,-133000000,2752000000,2.00,0.438,,,67802960,31719,67762996,false,false,12,2014-10-01,2015-09-30,0
2015-10-30,75270,2014-09-30,,3027000000,0.183,,,,,491000000,0.431,482000000,0.437,508000000,,0.798,7.59,7.51,0.080,0.070,0.162,,7241000000,6736000000,0.925,98.93,6695000000,726000000,59000000,30000000,2412000000,2.00,0.264,,,67710560,31719,67048776,false,false,12,2013-10-01,2014-09-30,-1
2015-10-30,75270,2016-09-30,,1495000000,-0.022,,,,,99000000,0.009,48000000,-0.450,28000000,,-0.556,0.42,,,,,,,,,,,,,,,,,,,,,,false,true,6,2015-10-01,2016-03-31,1
2015-10-30,75270,2016-09-30,,3535000000,0.155,,,,,436000000,0.080,379000000,0.026,315000000,,0.019,4.66,,,,,,,,,,,,,,,2.00,0.430,,,,,,false,true,12,2015-10-01,2016-09-30,1
2016-01-29,75270,2016-09-30,1,709000000,0.007,,,,,12000000,0.104,-6000000,,-10000000,,,-0.16,,,,,,7272000000,6767000000,0.926,99.39,6735000000,,,,,,,,,67802960,31719,67771241,false,false,3,2015-10-01,2015-12-31,0
2016-01-29,75270,2015-09-30,1,705000000,0.060,,,,,10000000,-0.898,4000000,-0.963,2000000,,-0.990,0.04,0.04,,,,,,,,,,,,,,,,,,,,67744267,false,false,3,2014-10-01,2014-12-31,-1
2016-01-29,75270,2016-09-30,1,1495000000,-0.022,,,,,99000000,0.009,48000000,-0.450,28000000,,-0.556,0.42,,,,,,,,,,,,,,,,,,,,,,false,true,6,2015-10-01,2016-03-31,0
2016-01-29,75270,2016-09-30,1,3535000000,0.155,,,,,436000000,0.080,379000000,0.026,315000000,,0.019,4.66,,,,,,,,,,,,,,,2.00,,,,,,,false,true,12,2015-10-01,2016-09-30,0
2016-01-29,75270,2015-09-30,1,,,,,,,,,,,,,,,,,,,,7413000000,6913000000,0.928,101.54,6881000000,,,,,2.00,,,,67802960,31719,,false,false,12,2014-10-01,2015-09-30,-1
2016-04-28,75270,2016-09-30,2,1600000000,0.047,,,,,105000000,0.063,75000000,-0.147,48000000,,-0.239,0.72,0.72,,,,,7383000000,6824000000,0.921,100.25,6797000000,,,,,,,,,67842560,31719,67788552,false,false,6,2015-10-01,2016-03-31,0
