filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2024-11-14,264A,2024-09-30,,2852000000,0.421,,,,,116000000,,87000000,,184000000,,,31.62,,0.452,0.039,0.041,,2415000000,649000000,0.269,61.26,649000000,115000000,-19000000,26000000,2045000000,0.00,,,,10609200,,5831223,false,false,12,2023-10-01,2024-09-30,0
2024-11-14,264A,2023-09-30,,2007000000,0.524,,,,,-623000000,,-671000000,,-680000000,,,-171.81,,-3.308,-0.347,-0.311,,2098000000,165000000,0.079,-644.39,165000000,-453000000,-10000000,735000000,1922000000,0.00,,,,3960000,,3960000,false,false,12,2022-10-01,2023-09-30,-1
2024-11-14,264A,2025-09-30,,3902000000,0.368,,,,,648000000,4.578,609000000,6.000,503000000,,1.733,43.62,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-10-01,2025-09-30,1
2025-02-14,264A,2025-09-30,1,844000000,,,,,,122000000,,98000000,,67000000,,,5.77,5.39,,,,,3459000000,1870000000,0.541,,1870000000,,,,,,,,,12426180,,11772107,false,false,3,2024-10-01,2024-12-31,0
2025-02-14,264A,2025-09-30,1,3902000000,0.368,,,,,648000000,4.578,609000000,6.000,503000000,,1.733,43.62,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-10-01,2025-09-30,0
2025-02-14,264A,2024-09-30,1,,,,,,,,,,,,,,,,,,,,2415000000,649000000,0.269,,649000000,,,,,0.00,,,,10609200,,,false,false,12,2023-10-01,2024-09-30,-1
2025-05-15,264A,2025-09-30,2,1667000000,0.290,,,,,180000000,,153000000,,69000000,,,5.76,5.35,,,,,3245000000,1871000000,0.577,,1871000000,,,,,,,,,12426180,,12095550,false,false,6,2024-10-01,2025-03-31,0
2025-05-15,264A,2024-09-30,2,1292000000,,,,,,-70000000,,-82000000,,-82000000,,,-20.88,,,,,,,,,,,,,,,,,,,,,3960000,false,false,6,2023-10-01,2024-03-31,-1
2025-05-15,264A,2025-09-30,2,3361000000,0.178,,,,,270000000,1.331,236000000,1.711,142000000,,-0.228,11.61,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-10-01,2025-09-30,0
2025-05-15,264A,2024-09-30,2,,,,,,,,,,,,,,,,,,,,2415000000,649000000,0.269,,649000000,,,,,0.00,,,,10609200,,,false,false,12,2023-10-01,2024-09-30,-1
2025-05-15,264A,2025-09-30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-10-01,2025-09-30,0
2025-08-14,264A,2025-09-30,3,2493000000,0.223,,,,,273000000,,243000000,,144000000,,,11.86,11.04,,,,,3487000000,1948000000,0.559,,1948000000,,,,,,,,,12434430,,12207573,false,false,9,2024-10-01,2025-06-30,0
2025-08-14,264A,2024-09-30,3,2038000000,,,,,,2000000,,-13000000,,0,,,0.13,,,,,,,,,,,,,,,,,,,,,4226939,false,false,9,2023-10-01,2024-06-30,-1
2025-08-14,264A,2025-09-30,3,3361000000,0.178,,,,,270000000,1.331,236000000,1.711,142000000,,-0.228,11.61,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-10-01,2025-09-30,0
2025-08-14,264A,2024-09-30,3,,,,,,,,,,,,,,,,,,,,2415000000,649000000,0.269,,649000000,,,,,0.00,,,,10609200,,,false,false,12,2023-10-01,2024-09-30,-1
2025-08-14,264A,2025-09-30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-10-01,2025-09-30,0
