filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2015-07-15,59900,2016-03-15,1,3701000000,0.870,,,,,327000000,0.609,305000000,0.696,207000000,,0.893,19.96,,,,,,11289000000,7633000000,0.676,,7633000000,,,,,,,,,,,,true,false,3,2015-04-01,2015-06-30,0
2015-07-15,59900,2015-03-15,1,1979000000,-0.119,,,,,203000000,-0.100,179000000,-0.104,109000000,,-0.131,10.55,,,,,,,,,,,,,,,,,,,,,,true,false,3,2014-04-01,2014-06-30,-1
2015-07-15,59900,2016-03-15,1,5400000000,0.277,,,,,530000000,0.327,480000000,0.360,290000000,,0.324,27.89,,,,,,,,,,,,,,,,,,,,,,true,true,6,2015-04-01,2015-09-30,0
2015-07-15,59900,2016-03-15,1,10000000000,0.157,,,,,1000000000,0.243,900000000,0.216,540000000,,0.181,51.93,,,,,,,,,,,,,,,,,,,,,,true,true,12,2015-04-01,2016-03-31,0
2015-07-15,59900,2015-03-15,1,,,,,,,,,,,,,,,,,,,,11530000000,7372000000,0.639,,7372000000,,,,,,,,,,,,true,false,12,2014-04-01,2015-03-31,-1
2015-07-15,59900,2015-03-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,,,,10405480,7652,,false,false,12,2014-04-01,2015-03-31,-1
2015-07-15,59900,2016-03-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.00,,,,,,,false,true,12,2015-04-01,2016-03-31,0
2015-07-15,59900,2016-03-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10405480,8700,10397201,false,false,3,2015-04-01,2015-06-30,0
2015-07-15,59900,2015-03-15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10398047,false,false,3,2014-04-01,2014-06-30,-1
2015-10-15,59900,2016-03-15,2,5717000000,0.352,,,,,497000000,0.246,453000000,0.285,300000000,,0.374,28.95,,,,,,11387000000,7697000000,0.676,,7697000000,,,,,,,,,,,,true,false,6,2015-04-01,2015-09-30,0
