filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2025-05-07,259A0,2025-09-30,,3560000000,-0.054,,,,,110000000,-0.245,91000000,-0.316,,48000000,,46.70,,,,,,,,,,,,,,,,,,,,,,true,true,6,2024-10-01,2025-03-31,0
2025-05-07,259A0,2024-09-30,,3355000000,,,,,,248000000,,236000000,,,159000000,,169.46,,,,,,,,,,,,,,,,,,,,,,true,false,6,2023-10-01,2024-03-31,-1
2025-05-07,259A0,2025-09-30,,6862000000,-0.074,,,,,100000000,-0.664,55000000,-0.804,,7000000,,6.74,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-10-01,2025-09-30,0
2025-05-07,259A0,2024-09-30,,6656000000,,,,,,262000000,,234000000,,,166000000,,176.13,,,,,,,,,,,,,,,,,,,,,,true,false,12,2023-10-01,2024-09-30,-1
2025-05-07,259A0,2025-09-30,,3343000000,-0.070,,,,,,,81000000,-0.386,46000000,,-0.418,44.60,,,,,,,,,,,,,,,,,,,,,,false,true,6,2024-10-01,2025-03-31,0
2025-05-07,259A0,2025-09-30,,6395000000,-0.092,,,,,,,27000000,-0.890,0,,-0.996,0.63,,,,,,,,,,,,,,,,,,,,,,false,true,12,2024-10-01,2025-09-30,0
2025-05-07,259A0,2024-09-30,,6334000000,,,,,,,,261000000,,177000000,,,188.24,,,,,,,,,,,,,,,,,,,,,,false,false,12,2023-10-01,2024-09-30,-1
2025-05-15,259A,2025-09-30,2,3560000000,0.061,,,,,110000000,-0.558,91000000,-0.612,,48000000,,46.70,45.16,,,,,4506000000,1282000000,0.285,,1282000000,,,,,,,,,,,,true,false,6,2024-10-01,2025-03-31,0
2025-05-15,259A,2024-09-30,2,3355000000,,,,,,248000000,,236000000,,,159000000,,169.46,,,,,,,,,,,,,,,,,,,,,,true,false,6,2023-10-01,2024-03-31,-1
2025-05-15,259A,2025-09-30,2,6862000000,0.031,,,,,100000000,-0.617,55000000,-0.765,,7000000,,6.74,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-10-01,2025-09-30,0
2025-05-15,259A,2024-09-30,2,,,,,,,,,,,,,,,,,,,,4404000000,1020000000,0.232,,1020000000,,,,,,,,,,,,true,false,12,2023-10-01,2024-09-30,-1
2025-05-15,259A,2024-09-30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,943200,,,false,false,12,2023-10-01,2024-09-30,-1
2025-05-15,259A,2025-09-30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-10-01,2025-09-30,0
2025-05-15,259A,2025-09-30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-10-01,2025-09-30,0
2025-05-15,259A,2025-09-30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043200,,1039903,false,false,6,2024-10-01,2025-03-31,0
2025-05-15,259A,2024-09-30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943200,false,false,6,2023-10-01,2024-03-31,-1
