filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2015-05-14,93510,2015-03-31,,32288000000,-0.013,,,,,1208000000,0.044,794000000,-0.292,-172000000,,,-2.23,,-0.010,0.020,0.037,,40074000000,18225000000,0.453,235.67,18159000000,2715000000,-423000000,-2210000000,1515000000,,,,,,,,true,false,12,2014-04-01,2015-03-31,0
2015-05-14,93510,2014-03-31,,32717000000,-0.022,,,,,1156000000,-0.261,1122000000,-0.256,-150000000,,,-1.95,,-0.008,0.028,0.035,,41120000000,18100000000,0.439,234.15,18043000000,2628000000,-2427000000,-259000000,1443000000,,,,,,,,true,false,12,2013-04-01,2014-03-31,-1
2015-05-14,93510,2016-03-31,,17200000000,0.044,,,,,950000000,0.229,950000000,0.204,,600000000,,7.79,,,,,,,,,,,,,,,,,,,,,,true,true,6,2015-04-01,2015-09-30,1
2015-05-14,93510,2016-03-31,,34000000000,0.053,,,,,1800000000,0.490,1800000000,1.265,,900000000,,11.68,,,,,,,,,,,,,,,,0.428,,,,,,true,true,12,2015-04-01,2016-03-31,1
2015-05-14,93510,2015-03-31,,27926000000,0.017,,,,,1319000000,0.127,888000000,-0.121,480000000,,,6.23,,,,,,38926000000,17782000000,0.457,230.23,17782000000,,,,,5.00,,,,77400000,342707,77058815,false,false,12,2014-04-01,2015-03-31,0
2015-05-14,93510,2014-03-31,,27449000000,-0.008,,,,,1171000000,-0.217,1010000000,-0.277,-171000000,,,-2.22,,,,,,39125000000,17241000000,0.441,223.21,17241000000,,,,,5.00,,,,77400000,338459,77065940,false,false,12,2013-04-01,2014-03-31,-1
2015-05-14,93510,2016-03-31,,14700000000,0.030,,,,,850000000,-0.005,850000000,0.102,500000000,,0.068,6.47,,,,,,,,,,,,,,,,,,,,,,false,true,6,2015-04-01,2015-09-30,1
2015-05-14,93510,2016-03-31,,29000000000,0.038,,,,,1700000000,0.289,1600000000,0.801,800000000,,0.664,10.36,,,,,,,,,,,,,,,5.00,,,,,,,false,true,12,2015-04-01,2016-03-31,1
2015-07-31,93510,2016-03-31,1,8443000000,0.001,,,,,455000000,0.087,484000000,0.170,,302000000,,3.93,,,,,,40935000000,18604000000,0.453,240.65,18543000000,,,,,,,,,,,,true,false,3,2015-04-01,2015-06-30,0
2015-07-31,93510,2015-03-31,1,8438000000,-0.034,,,,,418000000,-0.081,414000000,-0.107,,215000000,,2.80,,,,,,,,,,,,,,,,,,,,,,true,false,3,2014-04-01,2014-06-30,-1
