filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2025-02-13,300A0,2025-03-31,3,9204000000,,,,,,764000000,,772000000,,503000000,,,83.43,,,,,,10200000000,8114000000,0.796,,8114000000,,,,,,,,,7100000,,6032000,false,false,9,2024-04-01,2024-12-31,0
2025-02-13,300A0,2025-03-31,3,12000000000,0.186,,,,,860000000,0.625,878000000,0.534,568000000,,0.556,90.32,,,,,,,,,,,,,,,24.00,,,,,,,false,true,12,2024-04-01,2025-03-31,0
2025-02-13,300A0,2024-03-31,3,,,,,,,,,,,,,,,,,,,,8744000000,6747000000,0.772,,6747000000,,,,,6000.00,,,,6000000,,,false,false,12,2023-04-01,2024-03-31,-1
2025-02-13,300A0,2025-03-31,,12000000000,0.053,,,,,860000000,0.389,878000000,0.354,568000000,,0.357,90.32,,,,,,,,,,,,,,,24.00,,,,,,,false,true,12,2024-04-01,2025-03-31,0
2025-02-13,300A0,2024-03-31,,10115000000,,,,,,529000000,,572000000,,365000000,,,60.93,,,,,,,,,,,,,,,20.00,,,,,,,false,false,12,2023-04-01,2024-03-31,-1
2025-05-14,300A0,2025-03-31,,12275000000,0.213,,,,,998000000,0.886,1019000000,0.782,650000000,,0.778,103.27,,0.087,0.105,0.081,,10683000000,8265000000,0.774,1164.15,8265000000,771000000,-91000000,820000000,3661000000,27.50,0.266,,,7100000,,6295342,false,false,12,2024-04-01,2025-03-31,0
2025-05-14,300A0,2024-03-31,,10115000000,-0.021,,,,,529000000,-0.074,572000000,-0.100,365000000,,-0.106,60.93,,0.055,0.067,0.052,,8744000000,6747000000,0.772,1124.53,6747000000,704000000,-183000000,-230000000,2160000000,6000.00,0.328,,,6000000,,6000000,false,false,12,2023-04-01,2024-03-31,-1
2025-05-14,300A0,2026-03-31,,13800000000,0.124,,,,,1300000000,0.302,1340000000,0.314,870000000,,0.338,122.54,,,,,,,,,,,,,,,37.00,0.301,,,,,,false,true,12,2025-04-01,2026-03-31,1
2025-08-07,300A0,2026-03-31,1,3436000000,,,,,,321000000,,335000000,,220000000,,,31.09,30.83,,,,,10697000000,8291000000,0.775,,8290000000,,,,,,,,,7100000,,7100000,false,false,3,2025-04-01,2025-06-30,0
2025-08-07,300A0,2026-03-31,1,13800000000,0.124,,,,,1300000000,0.302,1340000000,0.314,870000000,,0.338,122.54,,,,,,,,,,,,,,,37.00,,,,,,,false,true,12,2025-04-01,2026-03-31,0
2025-08-07,300A0,2025-03-31,1,,,,,,,,,,,,,,,,,,,,10683000000,8265000000,0.774,,8265000000,,,,,27.50,,,,7100000,,,false,false,12,2024-04-01,2025-03-31,-1
