filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2024-11-14,253A0,2025-09-30,,5254000000,,,,,,215000000,,204000000,,,133000000,,20.96,,,,,,,,,,,,,,,,,,,,,,true,true,6,2024-10-01,2025-03-31,0
2024-11-14,253A0,2025-09-30,,10879000000,,,,,,464000000,,443000000,,,295000000,,46.37,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-10-01,2025-09-30,0
2024-11-14,253A0,2025-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,false,true,12,2024-10-01,2025-09-30,0
2025-02-14,253A,2025-09-30,1,2371000000,,,,,,197000000,,193000000,,,115000000,,18.17,,,,,,7132000000,3081000000,0.432,,3081000000,,,,,,,,,,,,true,false,3,2024-10-01,2024-12-31,0
2025-02-14,253A,2025-09-30,1,5254000000,,,,,,215000000,,204000000,,,133000000,,20.96,,,,,,,,,,,,,,,,,,,,,,true,true,6,2024-10-01,2025-03-31,0
2025-02-14,253A,2025-09-30,1,10879000000,,,,,,464000000,,443000000,,,295000000,,46.37,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-10-01,2025-09-30,0
2025-02-14,253A,2025-09-30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,false,true,12,2024-10-01,2025-09-30,0
2025-02-14,253A,2025-09-30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6368903,,6368903,false,false,3,2024-10-01,2024-12-31,0
2025-05-13,253A0,2025-09-30,,5070000000,-0.035,,,,,382000000,0.781,372000000,0.824,,228000000,,35.82,,,,,,,,,,,,,,,,,,,,,,true,true,6,2024-10-01,2025-03-31,0
2025-05-14,253A,2025-09-30,2,5070000000,,,,,,382000000,,372000000,,,228000000,,35.82,,,,,,7536000000,3206000000,0.425,,3206000000,,,,,,,,,,,,true,false,6,2024-10-01,2025-03-31,0
2025-05-14,253A,2025-09-30,2,10879000000,,,,,,464000000,,443000000,,,295000000,,46.37,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-10-01,2025-09-30,0
2025-05-14,253A,2025-09-30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-10-01,2025-09-30,0
2025-05-14,253A,2025-09-30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,false,true,12,2024-10-01,2025-09-30,0
2025-05-14,253A,2025-09-30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6368903,,6368903,false,false,6,2024-10-01,2025-03-31,0
