filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2024-05-15,173A0,2024-03-31,,4282000000,0.072,,,,,670000000,0.319,778000000,0.545,648000000,,0.555,156.03,,0.354,0.153,0.156,,5570000000,2160000000,0.388,519.90,2160000000,1064000000,-404000000,-76000000,2640000000,30.00,0.192,,,4310000,153967,4156033,false,false,12,2023-04-01,2024-03-31,0
2024-05-15,173A0,2023-03-31,,3993000000,0.095,,,,,508000000,0.317,504000000,0.232,417000000,,-0.552,100.91,,0.306,0.108,0.127,,4583000000,1505000000,0.329,362.32,1505000000,-252000000,-731000000,-127000000,2034000000,18.00,0.178,,,4310000,153967,4133566,false,false,12,2022-04-01,2023-03-31,-1
2024-05-15,173A0,2025-03-31,,4738000000,0.107,,,,,718000000,0.073,753000000,-0.033,541000000,,-0.165,128.67,,,,,,,,,,,,,,,30.00,0.233,,,,,,false,true,12,2024-04-01,2025-03-31,1
2024-08-14,173A0,2025-03-31,1,1053000000,,,,,,109000000,,139000000,,94000000,,,22.46,22.07,,,,,5549000000,2268000000,0.409,,2268000000,,,,,,,,,4360000,153967,4200538,false,false,3,2024-04-01,2024-06-30,0
2024-08-14,173A0,2025-03-31,1,4738000000,0.107,,,,,718000000,0.073,753000000,-0.033,541000000,,-0.165,128.67,,,,,,,,,,,,,,,30.00,,,,,,,false,true,12,2024-04-01,2025-03-31,0
2024-08-14,173A0,2024-03-31,1,,,,,,,,,,,,,,,,,,,,5570000000,2160000000,0.388,,2160000000,,,,,30.00,,,,4310000,153967,,false,false,12,2023-04-01,2024-03-31,-1
2024-11-14,173A0,2025-03-31,2,2254000000,,,,,,381000000,,362000000,,284000000,,,67.60,66.54,,,,,5614000000,2368000000,0.422,,2368000000,,,,,,,,,4360000,153967,4203301,false,false,6,2024-04-01,2024-09-30,0
2024-11-14,173A0,2025-03-31,2,4738000000,0.107,,,,,718000000,0.073,753000000,-0.033,541000000,,-0.165,128.67,,,,,,,,,,,,,,,30.00,,,,,,,false,true,12,2024-04-01,2025-03-31,0
2024-11-14,173A0,2024-03-31,2,,,,,,,,,,,,,,,,,,,,5570000000,2160000000,0.388,,2160000000,,,,,30.00,,,,4310000,153967,,false,false,12,2023-04-01,2024-03-31,-1
2024-11-14,173A0,2025-03-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-04-01,2025-03-31,0
2025-02-14,173A0,2025-03-31,3,3371000000,0.085,,,,,544000000,0.206,585000000,0.137,434000000,,0.211,103.39,101.80,,,,,5800000000,2567000000,0.443,,2567000000,,,,,,,,,4360000,153967,4358182,false,false,9,2024-04-01,2024-12-31,0
2025-02-14,173A0,2024-03-31,3,3108000000,,,,,,451000000,,514000000,,358000000,,,86.34,,,,,,,,,,,,,,,,,,,,,4156033,false,false,9,2023-04-01,2023-12-31,-1
2025-02-14,173A0,2025-03-31,3,4738000000,0.107,,,,,718000000,0.073,753000000,-0.033,541000000,,-0.165,128.67,,,,,,,,,,,,,,,30.00,,,,,,,false,true,12,2024-04-01,2025-03-31,0
2025-02-14,173A0,2024-03-31,3,,,,,,,,,,,,,,,,,,,,5570000000,2160000000,0.388,,2160000000,,,,,30.00,,,,4310000,153967,,false,false,12,2023-04-01,2024-03-31,-1
2025-02-14,173A0,2025-03-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-04-01,2025-03-31,0
2025-05-15,173A0,2025-03-31,,4707000000,0.099,,,,,791000000,0.181,828000000,0.064,618000000,,-0.047,147.00,144.72,0.253,0.142,0.168,,6136000000,2726000000,0.444,648.15,2726000000,923000000,-366000000,-37000000,3165000000,30.00,0.204,,,4360000,153967,4204663,false,false,12,2024-04-01,2025-03-31,0
2025-05-15,173A0,2024-03-31,,4282000000,0.072,,,,,670000000,0.319,778000000,0.545,648000000,,0.555,156.03,,0.354,0.153,0.156,,5570000000,2160000000,0.388,519.90,2160000000,1064000000,-404000000,-76000000,2640000000,30.00,0.192,,,4310000,153967,4156033,false,false,12,2023-04-01,2024-03-31,-1
2025-05-15,173A0,2026-03-31,,5119000000,0.088,,,,,870000000,0.100,890000000,0.074,626000000,,0.013,148.91,,,,,,,,,,,,,,,40.00,0.269,,,,,,false,true,12,2025-04-01,2026-03-31,1
