docID,edinetCode,secCode,submitDateTime,periodStart,periodEnd,parentDocID
S1006VMQ,E02043,68550,2016-02-10 09:12,2015-10-01,2015-12-31,
S1006W2Q,E02699,82260,2016-02-10 09:12,2015-10-01,2015-12-31,
S1006VEU,E02086,66760,2016-02-10 09:12,2015-10-01,2015-12-31,
S1006WDI,E00904,46350,2016-02-10 09:12,2015-10-01,2015-12-31,
S1006TLQ,E02408,79490,2016-02-10 09:12,2015-10-01,2015-12-31,
S1006TNH,E00075,19440,2016-02-10 09:12,2015-10-01,2015-12-31,
S1006VIH,E02006,64200,2016-02-10 09:12,2015-10-01,2015-12-31,
S1006UM2,E01807,67790,2016-02-10 09:13,2015-10-01,2015-12-31,
S1006VCK,E04877,99280,2016-02-10 09:13,2015-10-01,2015-12-31,
S1006W8G,E00562,35690,2016-02-10 09:14,2015-10-01,2015-12-31,
S1006W0Q,E01966,69470,2016-02-10 09:14,2015-10-01,2015-12-31,
S1006TKJ,E00815,41820,2016-02-10 09:14,2015-10-01,2015-12-31,
S1006VHU,E02058,67850,2016-02-10 09:14,2015-10-01,2015-12-31,
S1006V90,E01212,52850,2016-02-10 09:14,2015-10-01,2015-12-31,
S1006VZN,E05737,21730,2016-02-10 09:14,2015-10-01,2015-12-31,
S1006VWP,E01806,65160,2016-02-10 09:15,2015-10-01,2015-12-31,
S1006WKL,E31612,71800,2016-02-10 09:15,2015-10-01,2015-12-31,
S1006VJ4,E00804,44620,2016-02-10 09:15,2015-10-01,2015-12-31,
S1006W0N,E01415,59360,2016-02-10 09:16,2015-10-01,2015-12-31,
S1006V0S,E00347,20030,2016-02-10 09:16,2015-10-01,2015-12-31,
S1006WRL,E01797,67940,2016-02-10 09:16,2015-10-01,2015-12-31,
S1006W26,E02839,74820,2016-02-10 09:16,2015-10-01,2015-12-31,
S1006VWC,E00396,25310,2016-02-10 09:16,2015-10-01,2015-12-31,
S1006URA,E01405,59920,2016-02-10 09:16,2015-10-01,2015-12-31,
S1006UQB,E00313,17230,2016-02-10 09:17,2015-10-01,2015-12-31,
S1006UWD,E00352,,2016-02-10 09:17,2015-10-01,2015-12-31,
S1006UPV,E00354,21070,2016-02-10 09:18,2015-10-01,2015-12-31,
S1006UTL,E01804,,2016-02-10 09:18,2015-10-01,2015-12-31,
S1006V4A,E00431,26070,2016-02-10 09:18,2015-10-01,2015-12-31,
S1006VCF,E00682,39530,2016-02-10 09:18,2015-10-01,2015-12-31,
S1006V27,E00092,19450,2016-02-10 09:18,2015-10-01,2015-12-31,
S1006UP0,E05400,37410,2016-02-10 09:19,2015-10-01,2015-12-31,
S1006WEC,E03991,88910,2016-02-10 09:19,2015-10-01,2015-12-31,
S1006VPA,E01138,53320,2016-02-10 09:19,2015-10-01,2015-12-31,
S1006W2P,E04919,96000,2016-02-10 09:19,2015-10-01,2015-12-31,
S1006W7K,E01536,63310,2016-02-10 09:19,2015-10-01,2015-12-31,
S1006WCA,E01629,63460,2016-02-10 09:20,2015-10-01,2015-12-31,
S1006SZG,E04208,90580,2016-02-10 09:21,2015-10-01,2015-12-31,
S1006SK8,E00083,18330,2016-02-10 09:21,2015-10-01,2015-12-31,
S1006WFI,E01249,,2016-02-10 09:21,2015-10-01,2015-12-31,
S1006W5C,E00897,46170,2016-02-10 09:21,2015-10-01,2015-12-31,
S1006UHX,E03602,83990,2016-02-10 09:22,2015-10-01,2015-12-31,
S1006W4C,E01169,52730,2016-02-10 09:22,2015-10-01,2015-12-31,
S1006V19,E03664,84160,2016-02-10 09:22,2015-10-01,2015-12-31,
S1006VVF,E01269,56030,2016-02-10 09:22,2015-10-01,2015-12-31,
S1006WI5,E25686,66250,2016-02-10 09:22,2015-10-01,2015-12-31,
S1006WNY,E01393,59980,2016-02-10 09:22,2015-10-01,2015-12-31,
S1006W23,E00442,28920,2016-02-10 09:23,2015-10-01,2015-12-31,
S1006W8O,E04149,90220,2016-02-10 09:23,2015-10-01,2015-12-31,
S1006V54,E01112,51610,2016-02-10 09:23,2015-10-01,2015-12-31,
S1006V6S,E02927,26760,2016-02-10 09:24,2015-10-01,2015-12-31,
S1006VSL,E01222,52880,2016-02-10 09:24,2015-10-01,2015-12-31,
S1006TUR,E02373,79810,2016-02-10 09:24,2015-10-01,2015-12-31,
S1006VK7,E01708,63150,2016-02-10 09:24,2015-10-01,2015-12-31,
S1006WBA,E22995,31540,2016-02-10 09:24,2015-10-01,2015-12-31,
S1006WRZ,E04328,93570,2016-02-10 09:24,2015-10-01,2015-12-31,
S1006WCJ,E04939,97830,2016-02-10 09:24,2015-10-01,2015-12-31,
S1006U9A,E04158,90810,2016-02-10 09:25,2015-10-01,2015-12-31,
S1006TN5,E04177,,2016-02-10 09:25,2015-10-01,2015-12-31,
S1006T6Y,E00679,79870,2016-02-10 09:27,2015-10-01,2015-12-31,
S1006VMB,E04365,93760,2016-02-10 09:27,2015-10-01,2015-12-31,
S1006VH1,E03684,85210,2016-02-10 09:27,2015-10-01,2015-12-31,
S1006VWM,E05192,48490,2016-02-10 09:27,2015-10-01,2015-12-31,
S1006W9V,E00945,45280,2016-02-10 09:27,2015-10-01,2015-12-31,
S1006VLQ,E01991,69200,2016-02-10 09:28,2015-10-01,2015-12-31,
S1006V5A,E05004,,2016-02-10 09:28,2015-10-01,2015-12-31,
S1006VCN,E00694,,2016-02-10 09:28,2015-10-01,2015-12-31,
S1006UE9,E04858,96850,2016-02-10 09:28,2015-10-01,2015-12-31,
S1006WJY,E02869,75520,2016-02-10 09:28,2015-10-01,2015-12-31,
S1006UYN,E00053,18030,2016-02-10 09:29,2015-10-01,2015-12-31,
S1006TY2,E03583,83810,2016-02-10 09:29,2015-10-01,2015-12-31,
S1006V7W,E02470,78390,2016-02-10 09:29,2015-10-01,2015-12-31,
S1006WRK,E00931,45160,2016-02-10 09:30,2015-10-01,2015-12-31,
S1006QIM,E04830,97190,2016-02-10 09:30,2015-10-01,2015-12-31,
S1006W2V,E01719,63840,2016-02-10 09:31,2015-10-01,2015-12-31,
S1006V0Z,E00432,,2016-02-10 09:31,2015-10-01,2015-12-31,
S1006TO0,E01092,51950,2016-02-10 09:31,2015-10-01,2015-12-31,
S1006VJQ,E01645,64900,2016-02-10 09:32,2015-10-01,2015-12-31,
S1006UIX,E03637,85620,2016-02-10 09:32,2015-10-01,2015-12-31,
S1006WNX,E05120,47830,2016-02-10 09:32,2015-10-01,2015-12-31,
S1006UZI,E02003,,2016-02-10 09:33,2015-10-01,2015-12-31,
S1006TRP,E04233,32320,2016-02-10 09:33,2015-10-01,2015-12-31,
S1006VZ6,E04317,93220,2016-02-10 09:33,2015-10-01,2015-12-31,
S1006WSX,E03760,86130,2016-02-10 09:34,2015-10-01,2015-12-31,
S1006V5S,E03399,27300,2016-02-10 09:34,2015-10-01,2015-12-31,
S1006VWZ,E03660,,2016-02-10 09:35,2015-10-01,2015-12-31,
S1006W06,E00935,45210,2016-02-10 09:35,2015-10-01,2015-12-31,
S1006VXV,E03953,88600,2016-02-10 09:35,2015-10-01,2015-12-31,
S1006VK3,E03051,81740,2016-02-10 09:36,2015-10-01,2015-12-31,
S1006UXL,E02920,34260,2016-02-10 09:36,2015-10-01,2015-12-31,
S1006VQX,E00947,45340,2016-02-10 09:37,2015-10-01,2015-12-31,
S1006V5K,E02696,82490,2016-02-10 09:37,2015-10-01,2015-12-31,
S1006WMU,E05550,24690,2016-02-10 09:37,2015-10-01,2015-12-31,
S1006WL9,E04215,90510,2016-02-10 09:38,2015-10-01,2015-12-31,
S1006W84,E00434,26130,2016-02-10 09:38,2015-10-01,2015-12-31,
S1006UWB,E01694,62920,2016-02-10 09:39,2015-10-01,2015-12-31,
S1006UYY,E01320,59280,2016-02-10 09:39,2015-10-01,2015-12-31,
S1006U7W,E01584,63170,2016-02-10 09:39,2015-10-01,2015-12-31,
S1006UF3,E05256,,2016-02-10 09:39,2015-10-01,2015-12-31,
S1006WR3,E02096,78360,2016-02-10 09:40,2015-10-01,2015-12-31,
S1006V0W,E24545,94130,2016-02-10 09:41,2015-10-01,2015-12-31,
S1006U82,E02337,77090,2016-02-10 09:41,2015-10-01,2015-12-31,
S1006WS8,E04187,90640,2016-02-10 09:41,2015-10-01,2015-12-31,
S1006U0O,E00165,88360,2016-02-10 09:41,2015-10-01,2015-12-31,
S1006UO9,E02792,74170,2016-02-10 09:41,2015-10-01,2015-12-31,
S1006TID,E00121,18260,2016-02-10 09:42,2015-10-01,2015-12-31,
S1006T0Z,E03663,85410,2016-02-10 09:42,2015-10-01,2015-12-31,
S1006WTZ,E04320,90660,2016-02-10 09:43,2015-10-01,2015-12-31,
S1006WST,E01056,43680,2016-02-10 09:44,2015-10-01,2015-12-31,
S1006SU0,E02940,,2016-02-10 09:44,2015-10-01,2015-12-31,
S1006UQ2,E02728,98880,2016-02-10 09:44,2015-10-01,2015-12-31,
S1006UIP,E01843,,2016-02-10 09:45,2015-10-01,2015-12-31,
S1006VXE,E02252,72240,2016-02-10 09:46,2015-10-01,2015-12-31,
S1006WH0,E02415,79430,2016-02-10 09:47,2015-10-01,2015-12-31,
S1006VYP,E02958,27680,2016-02-10 09:47,2015-10-01,2015-12-31,
S1006V3P,E01058,49940,2016-02-10 09:47,2015-10-01,2015-12-31,
S1006UGC,E01197,,2016-02-10 09:47,2015-10-01,2015-12-31,
S1006V8F,E04106,90440,2016-02-10 09:50,2015-10-01,2015-12-31,
S1006V4U,E02541,80380,2016-02-10 09:50,2015-10-01,2015-12-31,
S1006VEZ,E02805,74420,2016-02-10 09:51,2015-10-01,2015-12-31,
S1006W77,E00471,29010,2016-02-10 09:51,2015-10-01,2015-12-31,
S1006V6R,E01992,69190,2016-02-10 09:51,2015-10-01,2015-12-31,
S1006VM3,E02635,81580,2016-02-10 09:51,2015-10-01,2015-12-31,
S1006VVO,E04859,96840,2016-02-10 09:51,2015-10-01,2015-12-31,
S1006WT9,E00033,96750,2016-02-10 09:52,2015-10-01,2015-12-31,
S1006WVS,E03164,98870,2016-02-10 09:52,2015-10-01,2015-12-31,
S1006SHW,E02998,30360,2016-02-10 09:53,2015-10-01,2015-12-31,
S1006VMJ,E02827,74660,2016-02-10 09:53,2015-10-01,2015-12-31,
S1006VT8,E00929,,2016-02-10 09:54,2015-10-01,2015-12-31,
S1006WQ1,E00478,28130,2016-02-10 09:55,2015-10-01,2015-12-31,
S1006VJ1,E00623,,2016-02-10 09:55,2015-10-01,2015-12-31,
S1006W2Y,E02077,67300,2016-02-10 09:56,2015-10-01,2015-12-31,
S1006QPT,E03133,82550,2016-02-10 09:56,2015-10-01,2015-12-31,
S1006TYD,E01613,63950,2016-02-10 09:56,2015-10-01,2015-12-31,
S1006V5L,E01035,49180,2016-02-10 09:56,2015-10-01,2015-12-31,
S1006VGB,E04228,90290,2016-02-10 09:57,2015-10-01,2015-12-31,
S1006RP0,E02855,75210,2016-02-10 09:57,2015-10-01,2015-12-31,
S1006V75,E31979,34650,2016-02-10 09:58,2015-10-01,2015-12-31,
S1006TGG,E01840,,2016-02-10 09:58,2015-10-01,2015-12-31,
S1006VHO,E02845,74900,2016-02-10 09:59,2015-10-01,2015-12-31,
S1006TZ5,E02534,80180,2016-02-10 10:00,2015-10-01,2015-12-31,
S1006TIM,E03562,83600,2016-02-10 10:00,2015-10-01,2015-12-31,
S1006VNG,E03266,75060,2016-02-10 10:00,2015-10-01,2015-12-31,
S1006WNN,E03776,,2016-02-10 10:00,2015-10-01,2015-12-31,
S1006WQV,E04178,90680,2016-02-10 10:00,2015-10-01,2015-12-31,
S1006WJQ,E02026,,2016-02-10 10:00,2015-10-01,2015-12-31,
S1006W87,E00961,45490,2016-02-10 10:01,2015-10-01,2015-12-31,
S1006VJA,E02489,38510,2016-02-10 10:01,2015-10-01,2015-12-31,
S1006VVC,E02617,,2016-02-10 10:02,2015-10-01,2015-12-31,
S1006W5Y,E00021,57110,2016-02-10 10:03,2015-10-01,2015-12-31,
S1006WQ9,E00137,19340,2016-02-10 10:04,2015-10-01,2015-12-31,
S1006WUJ,E05292,23090,2016-02-10 10:04,2015-10-01,2015-12-31,
S1006WXE,E03531,83040,2016-02-10 10:04,2015-10-01,2015-12-31,
S1006V5M,E03571,83580,2016-02-10 10:04,2015-10-01,2015-12-31,
S1006W91,E00008,13790,2016-02-10 10:04,2015-10-01,2015-12-31,
S1006WFD,E05267,43450,2016-02-10 10:06,2015-10-01,2015-12-31,
S1006WIJ,E00776,40630,2016-02-10 10:07,2015-10-01,2015-12-31,
S1006WHK,E00907,46210,2016-02-10 10:07,2015-10-01,2015-12-31,
S1006TU0,E00462,28100,2016-02-10 10:07,2015-10-01,2015-12-31,
S1006W55,E01385,59290,2016-02-10 10:08,2015-10-01,2015-12-31,
S1006W3A,E03611,83090,2016-02-10 10:08,2015-10-01,2015-12-31,
S1006U5D,E30103,71670,2016-02-10 10:09,2015-10-01,2015-12-31,
S1006VGC,E05425,24130,2016-02-10 10:09,2015-10-01,2015-12-31,
S1006WY1,E03814,86970,2016-02-10 10:09,2015-10-01,2015-12-31,
S1006U08,E00346,20020,2016-02-10 10:09,2015-10-01,2015-12-31,
S1006TWC,E02791,74130,2016-02-10 10:10,2015-10-01,2015-12-31,
S1006UPA,E01859,68220,2016-02-10 10:10,2015-10-01,2015-12-31,
S1006UH3,E02403,64120,2016-02-10 10:11,2015-10-01,2015-12-31,
S1006VH8,E02711,98490,2016-02-10 10:12,2015-10-01,2015-12-31,
S1006U8P,E00058,18120,2016-02-10 10:13,2015-10-01,2015-12-31,
S1006WEL,E00939,45230,2016-02-10 10:13,2015-10-01,2015-12-31,
S1006VZT,E01013,,2016-02-10 10:14,2015-10-01,2015-12-31,
S1006UCV,E05304,23270,2016-02-10 10:14,2015-10-01,2015-12-31,
S1006WZB,E05393,,2016-02-10 10:15,2015-10-01,2015-12-31,
S1006W9G,E02123,70030,2016-02-10 10:16,2015-10-01,2015-12-31,
S1006WTI,E00191,,2016-02-10 10:17,2015-10-01,2015-12-31,
S1006U9K,E03690,,2016-02-10 10:17,2015-10-01,2015-12-31,
S1006T45,E01338,58090,2016-02-10 10:17,2015-10-01,2015-12-31,
S1006VTP,E04828,97280,2016-02-10 10:18,2015-10-01,2015-12-31,
S1006RK2,E04376,94020,2016-02-10 10:18,2015-10-01,2015-12-31,
S1006W02,E03688,85110,2016-02-10 10:18,2015-10-01,2015-12-31,
S1006VEP,E01077,50110,2016-02-10 10:19,2015-10-01,2015-12-31,
S1006WTS,E02229,72120,2016-02-10 10:20,2015-10-01,2015-12-31,
S1006W97,E04995,46850,2016-02-10 10:20,2015-10-01,2015-12-31,
S1006TAW,E02561,80760,2016-02-10 10:20,2015-10-01,2015-12-31,
S1006VUR,E03468,33970,2016-02-10 10:21,2015-10-01,2015-12-31,
S1006VNU,E04380,94050,2016-02-10 10:21,2015-10-01,2015-12-31,
S1006U11,E03632,85240,2016-02-10 10:21,2015-10-01,2015-12-31,
S1006RGQ,E04504,95040,2016-02-10 10:22,2015-10-01,2015-12-31,
S1006WFE,E05414,48090,2016-02-10 10:22,2015-10-01,2015-12-31,
S1006VPG,E01711,63220,2016-02-10 10:23,2015-10-01,2015-12-31,
S1006VNP,E02059,67270,2016-02-10 10:23,2015-10-01,2015-12-31,
S1006UO7,E02303,77020,2016-02-10 10:23,2015-10-01,2015-12-31,
S1006W7O,E04326,93550,2016-02-10 10:23,2015-10-01,2015-12-31,
S1006ULR,E01482,61040,2016-02-10 10:24,2015-10-01,2015-12-31,
S1006WTY,E01245,54840,2016-02-10 10:24,2015-10-01,2015-12-31,
S1006W47,E01542,63610,2016-02-10 10:24,2015-10-01,2015-12-31,
S1006VXA,E27063,61650,2016-02-10 10:26,2015-10-01,2015-12-31,
S1006WO2,E05678,38440,2016-02-10 10:26,2015-10-01,2015-12-31,
S1006W60,E00948,45590,2016-02-10 10:27,2015-10-01,2015-12-31,
S1006VP9,E00761,40230,2016-02-10 10:27,2015-10-01,2015-12-31,
S1006VSM,E00962,45470,2016-02-10 10:27,2015-10-01,2015-12-31,
S1006X00,E04841,97090,2016-02-10 10:27,2015-10-01,2015-12-31,
S1006V5H,E03367,26810,2016-02-10 10:28,2015-10-01,2015-12-31,
S1006W0W,E00716,78930,2016-02-10 10:29,2015-10-01,2015-12-31,
S1006WEJ,E01913,64440,2016-02-10 10:30,,,S10068XW
S1006VTM,E05181,94460,2016-02-10 10:30,2015-10-01,2015-12-31,
S1006VN6,E00633,78960,2016-02-10 10:31,2015-10-01,2015-12-31,
S1006V76,E03379,43370,2016-02-10 10:31,2015-10-01,2015-12-31,
S1006WBI,E31030,60280,2016-02-10 10:32,2015-10-01,2015-12-31,
S1006WA4,E04375,94010,2016-02-10 10:33,2015-10-01,2015-12-31,
S1006WXC,E01984,67480,2016-02-10 10:33,2015-10-01,2015-12-31,
S1006ROE,E01660,64980,2016-02-10 10:33,2015-10-01,2015-12-31,
S1006VFG,E00690,38950,2016-02-10 10:34,2015-10-01,2015-12-31,
S1006VP2,E03530,83030,2016-02-10 10:34,2015-10-01,2015-12-31,
S1006UFB,E05350,23710,2016-02-10 10:35,2015-10-01,2015-12-31,
S1006WZD,E04975,46590,2016-02-10 10:36,2015-10-01,2015-12-31,
S1006X27,E03945,88500,2016-02-10 10:36,2015-10-01,2015-12-31,
S1006VQZ,E01913,64440,2016-02-10 10:37,2015-10-01,2015-12-31,
S1006V3G,E01145,,2016-02-10 10:37,2015-10-01,2015-12-31,
S1006SSQ,E02786,99960,2016-02-10 10:38,2015-10-01,2015-12-31,
S1006WCH,E00356,21090,2016-02-10 10:40,2015-10-01,2015-12-31,
S1006UV0,E01748,66230,2016-02-10 10:41,2015-10-01,2015-12-31,
S1006W4I,E02549,81010,2016-02-10 10:44,2015-10-01,2015-12-31,
S1006VAA,E00435,28010,2016-02-10 10:44,2015-10-01,2015-12-31,
S1006VRQ,E04091,90090,2016-02-10 10:44,2015-10-01,2015-12-31,
S1006VYU,E05228,43160,2016-02-10 10:44,2015-10-01,2015-12-31,
S1006UVE,E03908,,2016-02-10 10:45,2015-10-01,2015-12-31,
S1006UTN,E01969,,2016-02-10 10:46,2015-10-01,2015-12-31,
S1006WDC,E03569,,2016-02-10 10:47,2015-10-01,2015-12-31,
S1006UR7,E02474,49740,2016-02-10 10:48,2015-10-01,2015-12-31,
S1006V0B,E02152,72700,2016-02-10 10:51,2015-10-01,2015-12-31,
S1006X20,E01011,49870,2016-02-10 10:52,2015-10-01,2015-12-31,
S1006UMZ,E01912,66470,2016-02-10 10:53,2015-10-01,2015-12-31,
S1006VUB,E05065,17380,2016-02-10 10:54,2015-10-01,2015-12-31,
S1006VS6,E00161,19760,2016-02-10 10:55,2015-10-01,2015-12-31,
S1006WSW,E01577,63790,2016-02-10 10:57,2015-10-01,2015-12-31,
S1006WQ8,E02730,,2016-02-10 10:57,2015-10-01,2015-12-31,
S1006V5W,E03543,83450,2016-02-10 10:58,2015-10-01,2015-12-31,
S1006UKS,E31776,61760,2016-02-10 10:59,2015-10-01,2015-12-31,
S1006WKG,E22460,36350,2016-02-10 10:59,2015-10-01,2015-12-31,
S1006VRC,E01651,63470,2016-02-10 11:00,2015-10-01,2015-12-31,
S1006VLT,E05273,43490,2016-02-10 11:02,2015-10-01,2015-12-31,
S1006WTC,E00513,28180,2016-02-10 11:03,2015-10-01,2015-12-31,
S1006VHK,E00446,28710,2016-02-10 11:03,2015-10-01,2015-12-31,
S1006W6K,E01331,57420,2016-02-10 11:03,2015-10-01,2015-12-31,
S1006W08,E00250,17990,2016-02-10 11:03,2015-10-01,2015-12-31,
S1006X3D,E01532,63010,2016-02-10 11:04,2015-10-01,2015-12-31,
S1006VT9,E01863,,2016-02-10 11:05,2015-10-01,2015-12-31,
S1006W1Q,E00693,79120,2016-02-10 11:07,2015-10-01,2015-12-31,
S1006VVS,E01769,67410,2016-02-10 11:08,2015-10-01,2015-12-31,
S1006VCX,E00861,79250,2016-02-10 11:09,2015-10-01,2015-12-31,
S1006W27,E00734,78630,2016-02-10 11:10,2015-10-01,2015-12-31,
S1006W3L,E03556,83310,2016-02-10 11:11,2015-10-01,2015-12-31,
S1006WK6,E03126,80960,2016-02-10 11:11,2015-10-01,2015-12-31,
S1006UYE,E04826,97290,2016-02-10 11:11,2015-10-01,2015-12-31,
S1006X6A,E01395,59990,2016-02-10 11:12,2015-10-01,2015-12-31,
S1006WAO,E02251,,2016-02-10 11:12,2015-10-01,2015-12-31,
S1006TIL,E01369,59550,2016-02-10 11:17,2015-10-01,2015-12-31,
S1006VGJ,E05501,,2016-02-10 11:17,2015-10-01,2015-12-31,
S1006V71,E00942,45270,2016-02-10 11:19,2015-10-01,2015-12-31,
S1006V46,E00703,79150,2016-02-10 11:20,2015-10-01,2015-12-31,
S1006VWB,E25263,36480,2016-02-10 11:21,2015-10-01,2015-12-31,
S1006X65,E04237,91070,2016-02-10 11:22,2015-10-01,2015-12-31,
S1006VSA,E01075,81320,2016-02-10 11:23,2015-10-01,2015-12-31,
S1006WJM,E02380,73130,2016-02-10 11:23,2015-10-01,2015-12-31,
S1006TYV,E01989,69280,2016-02-10 11:26,2015-10-01,2015-12-31,
S1006V0C,E00120,18520,2016-02-10 11:28,2015-10-01,2015-12-31,
S1006VNJ,E00975,45540,2016-02-10 11:28,2015-10-01,2015-12-31,
S1006WJV,E01521,62180,2016-02-10 11:28,2015-10-01,2015-12-31,
S1006X73,E04289,93100,2016-02-10 11:31,2015-10-01,2015-12-31,
S1006X74,E02759,99290,2016-02-10 11:32,2015-10-01,2015-12-31,
S1006WGO,E00902,41160,2016-02-10 11:32,2015-10-01,2015-12-31,
S1006RVY,E00817,,2016-02-10 11:32,2015-10-01,2015-12-31,
S1006WGJ,E00303,,2016-02-10 11:33,2015-10-01,2015-12-31,
S1006W4V,E01956,97660,2016-02-10 11:34,2015-10-01,2015-12-31,
S1006VQQ,E02643,81330,2016-02-10 11:40,2015-10-01,2015-12-31,
S1006V43,E02315,35930,2016-02-10 11:42,2015-10-01,2015-12-31,
S1006WYK,E27032,45840,2016-02-10 11:45,2015-10-01,2015-12-31,
S1006VWF,E00746,,2016-02-10 11:47,2015-10-01,2015-12-31,
S1006WL0,E02664,81410,2016-02-10 11:50,2015-10-01,2015-12-31,
S1006X91,E05045,47320,2016-02-10 11:52,2015-10-01,2015-12-31,
S1006UPI,E02799,,2016-02-10 11:52,2015-10-01,2015-12-31,
S1006T0K,E03648,,2016-02-10 11:54,2015-10-01,2015-12-31,
S1006WKA,E05231,43190,2016-02-10 11:55,2015-10-01,2015-12-31,
S1006URH,E01631,64800,2016-02-10 11:55,2015-10-01,2015-12-31,
S1006VCQ,E02836,74770,2016-02-10 11:57,2015-10-01,2015-12-31,
S1006UFQ,E02802,74330,2016-02-10 11:59,2015-10-01,2015-12-31,
S1006W1A,E04155,90170,2016-02-10 12:00,2015-10-01,2015-12-31,
S1006WQI,E02747,99060,2016-02-10 12:00,2015-10-01,2015-12-31,
S1006X7T,E00225,19650,2016-02-10 12:01,2015-10-01,2015-12-31,
S1006X98,E21200,,2016-02-10 12:02,2015-10-01,2015-12-31,
S1006WS7,E03405,27630,2016-02-10 12:03,2015-10-01,2015-12-31,
S1006VXP,E05659,38350,2016-02-10 12:09,2015-10-01,2015-12-31,
S1006W7R,E03768,86140,2016-02-10 12:16,2015-10-01,2015-12-31,
S1006VEB,E01151,53930,2016-02-10 12:17,2015-10-01,2015-12-31,
S1006WOS,E04147,90200,2016-02-10 12:19,2015-10-01,2015-12-31,
S1006ULM,E01775,67550,2016-02-10 12:21,2015-10-01,2015-12-31,
S1006XBJ,E02167,72690,2016-02-10 12:23,2015-10-01,2015-12-31,
S1006WOJ,E02143,72020,2016-02-10 12:30,2015-10-01,2015-12-31,
S1006XAL,E04815,97530,2016-02-10 12:39,2015-10-01,2015-12-31,
S1006WPO,E03817,,2016-02-10 12:39,2015-10-01,2015-12-31,
S1006WMA,E01098,51920,2016-02-10 12:42,2015-10-01,2015-12-31,
S1006VV7,E05739,36260,2016-02-10 12:44,2015-10-01,2015-12-31,
S1006XC4,E00640,78200,2016-02-10 12:52,2015-10-01,2015-12-31,
S1006VK9,E01490,61210,2016-02-10 12:56,2015-10-01,2015-12-31,
S1006W76,E03969,46810,2016-02-10 12:57,2015-10-01,2015-12-31,
S1006TVZ,E01955,69650,2016-02-10 12:59,2015-10-01,2015-12-31,
S1006X8Q,E02147,72420,2016-02-10 12:59,2015-10-01,2015-12-31,
S1006WAM,E01785,,2016-02-10 13:00,2015-10-01,2015-12-31,
S1006W6V,E00899,41190,2016-02-10 13:00,2015-10-01,2015-12-31,
S1006VTY,E05153,21300,2016-02-10 13:00,2015-10-01,2015-12-31,
S1006USA,E01619,69730,2016-02-10 13:02,2015-10-01,2015-12-31,
S1006VVD,E04148,90210,2016-02-10 13:02,2015-10-01,2015-12-31,
S1006WXT,E24392,36390,2016-02-10 13:02,2015-10-01,2015-12-31,
S1006WHL,E00079,18920,2016-02-10 13:03,2015-10-01,2015-12-31,
S1006WBR,E00878,44010,2016-02-10 13:03,2015-10-01,2015-12-31,
S1006VP3,E00043,16050,2016-02-10 13:05,2015-10-01,2015-12-31,
S1006UK4,E00201,18690,2016-02-10 13:05,2015-10-01,2015-12-31,
S1006WNL,E00685,38910,2016-02-10 13:05,2015-10-01,2015-12-31,
S1006U58,E01108,72820,2016-02-10 13:09,2015-10-01,2015-12-31,
S1006XDC,E04273,92020,2016-02-10 13:09,2015-10-01,2015-12-31,
S1006VEN,E03683,,2016-02-10 13:11,2015-10-01,2015-12-31,
S1006V2Q,E00873,34020,2016-02-10 13:13,2015-10-01,2015-12-31,
S1006T91,E01055,49720,2016-02-10 13:13,2015-10-01,2015-12-31,
S1006XE7,E05623,21220,2016-02-10 13:19,2015-10-01,2015-12-31,
S1006XE2,E03231,74120,2016-02-10 13:19,2015-10-01,2015-12-31,
S1006V52,E00879,41180,2016-02-10 13:20,2015-10-01,2015-12-31,
S1006V2C,E04304,93190,2016-02-10 13:20,2015-10-01,2015-12-31,
S1006WGY,E01379,58510,2016-02-10 13:21,2015-10-01,2015-12-31,
S1006WGG,E03071,81300,2016-02-10 13:21,2015-10-01,2015-12-31,
S1006XDY,E31103,60320,2016-02-10 13:23,2015-10-01,2015-12-31,
S1006VU1,E02732,98960,2016-02-10 13:23,2015-10-01,2015-12-31,
S1006VWD,E00116,,2016-02-10 13:24,2015-10-01,2015-12-31,
S1006R0W,E04108,90490,2016-02-10 13:26,2015-10-01,2015-12-31,
S1006VR3,E01663,63640,2016-02-10 13:28,2015-10-01,2015-12-31,
S1006WJH,E04806,85950,2016-02-10 13:30,2015-10-01,2015-12-31,
S1006VZK,E01575,19630,2016-02-10 13:30,2015-10-01,2015-12-31,
S1006VLO,E00854,41860,2016-02-10 13:34,2015-10-01,2015-12-31,
S1006UIU,E03090,81630,2016-02-10 13:35,2015-10-01,2015-12-31,
S1006W1M,E03494,30590,2016-02-10 13:37,2015-10-01,2015-12-31,
S1006WR8,E01745,,2016-02-10 13:38,2015-10-01,2015-12-31,
S1006VYA,E05538,,2016-02-10 13:39,2015-10-01,2015-12-31,
S1006WCB,E00994,35530,2016-02-10 13:40,2015-10-01,2015-12-31,
S1006VTC,E01365,59220,2016-02-10 13:41,2015-10-01,2015-12-31,
S1006XH7,E01244,54860,2016-02-10 13:42,2015-10-01,2015-12-31,
S1006V5X,E23288,31570,2016-02-10 13:42,2015-10-01,2015-12-31,
S1006XGV,E02718,98670,2016-02-10 13:42,2015-10-01,2015-12-31,
S1006XEC,E02632,74590,2016-02-10 13:47,2015-10-01,2015-12-31,
S1006U4X,E01816,67430,2016-02-10 13:49,2015-10-01,2015-12-31,
S1006WJU,E25648,21170,2016-02-10 13:50,2015-10-01,2015-12-31,
