docID,edinetCode,secCode,submitDateTime,periodStart,periodEnd,parentDocID
S1005F5U,E03368,26850,2015-07-15 10:35,2015-03-01,2015-05-31,
S1005G73,E03473,30300,2015-07-15 10:37,2015-03-01,2015-05-31,
S1005G4D,E02328,63230,2015-07-15 10:37,2015-03-01,2015-05-31,
S1005FEY,E04963,,2015-07-15 10:42,2015-03-01,2015-05-31,
S1005FXY,E02703,98370,2015-07-15 10:45,2015-03-01,2015-05-31,
S1005G7E,E26631,,2015-07-15 10:49,2015-03-01,2015-05-31,
S1005FTE,E03217,99830,2015-07-15 10:52,2015-03-01,2015-05-31,
S1005G6X,E02702,,2015-07-15 10:53,2015-03-01,2015-05-31,
S1005G4C,E00447,28720,2015-07-15 11:07,2015-03-01,2015-05-31,
S1005G6U,E03443,33530,2015-07-15 11:11,2015-03-01,2015-05-31,
S1005EXU,E02553,74850,2015-07-15 11:23,2015-03-01,2015-05-31,
S1005G60,E00340,,2015-07-15 11:23,2015-03-01,2015-05-31,
S1005FXT,E03365,26830,2015-07-15 11:24,2015-03-01,2015-05-31,
S1005G03,E21322,,2015-07-15 11:31,2015-03-01,2015-05-31,
S1005G12,E05278,23000,2015-07-15 11:32,2015-03-01,2015-05-31,
S1005G6I,E04784,81810,2015-07-15 11:44,2015-03-01,2015-05-31,
S1005G8D,E02939,,2015-07-15 12:00,,,S1005CEZ
S1005G65,E04751,21570,2015-07-15 12:01,2015-03-01,2015-05-31,
S1005FZL,E03428,27980,2015-07-15 12:06,2015-03-01,2015-05-31,
S1004YJI,E03305,75810,2015-07-15 12:58,2015-03-01,2015-05-31,
S1005G8X,E00896,46160,2015-07-15 13:18,2015-03-01,2015-05-31,
S1005DD3,E05265,48370,2015-07-15 13:30,,,S1005833
S1005G3K,E03349,26530,2015-07-15 13:31,2015-03-01,2015-05-31,
S1005FYZ,E03463,78290,2015-07-15 13:52,2015-03-01,2015-05-31,
S1005FKM,E01587,77190,2015-07-15 13:54,2015-03-01,2015-05-31,
S1005FWW,E00863,78940,2015-07-15 14:01,2015-03-01,2015-05-31,
S1005G9T,E00616,,2015-07-15 14:10,2015-03-01,2015-05-31,
S1005G1A,E03319,76100,2015-07-15 14:11,2015-03-01,2015-05-31,
S1005FWJ,E03221,99780,2015-07-15 14:16,2015-03-01,2015-05-31,
S1005G9Y,E05368,23790,2015-07-15 14:27,2015-03-01,2015-05-31,
S1005G7Y,E10657,,2015-07-15 14:30,2015-03-01,2015-05-31,
S1005FZV,E03444,,2015-07-15 14:43,2015-03-01,2015-05-31,
S1005GAI,E02897,76080,2015-07-15 14:53,2015-03-01,2015-05-31,
S1005G7O,E03438,,2015-07-15 15:00,2015-03-01,2015-05-31,
S1005G30,E31453,39150,2015-07-15 15:00,2015-03-01,2015-05-31,
S1005G7T,E21035,31410,2015-07-15 15:00,2015-03-01,2015-05-31,
S1005DOW,E30002,36780,2015-07-15 15:01,2015-03-01,2015-05-31,
S1005FVC,E03199,99480,2015-07-15 15:04,2015-03-01,2015-05-31,
S1005GAU,E04582,96010,2015-07-15 15:06,2015-03-01,2015-05-31,
S1005GBA,E04074,32440,2015-07-15 15:30,2015-03-01,2015-05-31,
S1005G0E,E26839,60700,2015-07-15 15:32,2015-03-01,2015-05-31,
S1005G22,E00596,,2015-07-15 15:32,,,S10059KK
S1005G1M,E26549,29300,2015-07-15 15:33,2015-03-01,2015-05-31,
S1005G3S,E03098,,2015-07-15 15:34,2015-03-01,2015-05-31,
S1005FV7,E03057,,2015-07-15 15:43,2015-03-01,2015-05-31,
S1005FCS,E30504,31920,2015-07-15 15:46,2015-03-01,2015-05-31,
S1005G1F,E22612,32660,2015-07-15 15:48,2015-03-01,2015-05-31,
S1005G7W,E05409,24040,2015-07-15 15:57,2015-03-01,2015-05-31,
S1005FD8,E04583,96020,2015-07-15 16:00,2015-03-01,2015-05-31,
S1005G3P,E03486,30570,2015-07-15 16:00,2015-03-01,2015-05-31,
S1005EXI,E04086,32600,2015-07-15 16:02,2015-03-01,2015-05-31,
S1005G9O,E01176,53410,2015-07-15 16:03,2015-03-01,2015-05-31,
S1005G92,E03223,99790,2015-07-15 16:09,2015-03-01,2015-05-31,
S1005G5P,E05630,38230,2015-07-15 16:10,2015-03-01,2015-05-31,
S1005G7P,E05643,38260,2015-07-15 16:27,2015-03-01,2015-05-31,
S1005GCK,E00734,78630,2015-07-15 16:34,,,S1005801
S1005G4U,E03246,,2015-07-15 17:06,2015-03-01,2015-05-31,
S1005G2J,E02843,74880,2015-07-16 11:13,2014-04-21,2015-04-20,
S1005GGJ,E02089,66740,2015-07-16 14:44,,,S10059BI
S1005FS6,E02989,33840,2015-07-17 09:03,,,S1004QEH
S1005GIK,E23202,22700,2015-07-17 10:26,,,S100571O
S1005GM8,E03032,82600,2015-07-17 10:48,,,S1005EUM
S1005GMM,E31336,39080,2015-07-17 11:03,,,S10058O6
S1005GB6,E00763,40260,2015-07-17 15:00,2014-05-01,2015-04-30,
S1005GFE,E03762,86220,2015-07-17 16:35,,,S10053M0
S1005GP7,E04148,90210,2015-07-17 16:42,,,S10054GX
S1005GSN,E04727,23400,2015-07-21 09:30,,,S1005A9X
S1005GT0,E04749,,2015-07-21 09:47,,,S1004Z2O
S1005GTM,E01707,,2015-07-21 10:37,,,S1005BIQ
S1005GBF,E05416,24080,2015-07-21 10:41,2015-03-21,2015-06-20,
S1005GVE,E04964,46510,2015-07-21 15:59,,,S10058WH
S1005H28,E03326,76230,2015-07-22 14:46,2014-05-01,2015-04-30,
S1005HC8,E03094,81670,2015-07-23 12:55,,,S1005FT4
S1005HDJ,E03433,,2015-07-23 15:03,2014-05-01,2015-04-30,
S1005HC1,E02695,82560,2015-07-23 15:16,,,S1004X92
S1005HEK,E01442,59710,2015-07-24 09:17,2014-05-01,2015-04-30,
S1005HA3,E00210,19730,2015-07-24 09:30,,,S1004ZP9
S1005HBS,E03690,,2015-07-24 09:56,,,S100527U
S1005HHG,E05211,43080,2015-07-24 10:15,,,S10057KS
S1005HHL,E00461,28750,2015-07-24 10:26,,,S10057WW
S1005HHU,E03436,33290,2015-07-24 11:20,2014-05-01,2015-04-30,
S1005GGM,E23829,66300,2015-07-24 11:25,2014-05-01,2015-04-30,
S1005HH6,E04939,97830,2015-07-24 11:27,,,S10055KR
S1005HH7,E05137,94440,2015-07-24 13:41,2014-05-01,2015-04-30,
S1005HC9,E03587,83880,2015-07-24 14:14,2015-04-01,2015-06-30,
S1005HEQ,E00510,29230,2015-07-24 14:33,2014-05-01,2015-04-30,
S1005H5V,E01873,67240,2015-07-24 14:36,,,S1004SLO
S1005HFL,E04090,90050,2015-07-24 15:24,,,S100582L
S1005H4G,E03517,30910,2015-07-24 15:31,2015-04-01,2015-06-30,
S1005HD0,E05483,24380,2015-07-27 09:31,2014-05-01,2015-04-30,
S1005HKT,E03202,99500,2015-07-27 09:37,2015-03-21,2015-06-20,
S1005HJX,E27215,31800,2015-07-27 09:41,2014-05-01,2015-04-30,
S1005HN6,E00422,25510,2015-07-27 10:00,2015-03-21,2015-06-20,
S1005HJF,E03356,26640,2015-07-27 10:03,2015-03-16,2015-06-15,
S1005HC6,E05484,37700,2015-07-27 11:37,2014-05-01,2015-04-30,
S1005HIL,E02778,99840,2015-07-27 13:04,,,S1004YSE
S1005HQD,E02769,99600,2015-07-27 13:47,,,S10055FV
S1005HS4,E02356,66560,2015-07-27 15:26,2014-05-01,2015-04-30,
S1005HSM,E00235,,2015-07-27 15:35,,,S10055EP
S1005H2S,E03116,82140,2015-07-28 09:54,,,S100509P
S1005HJC,E01814,,2015-07-28 10:41,,,S10051HO
S1005HSR,E22016,34440,2015-07-28 11:30,2014-05-01,2015-04-30,
S1005HLH,E02750,,2015-07-28 11:41,2015-03-21,2015-06-20,
S1005I13,E02953,27510,2015-07-28 12:27,2014-05-01,2015-04-30,
S1005HPI,E00200,,2015-07-28 13:40,2014-04-01,2015-03-31,
S1005I2O,E04889,96400,2015-07-28 14:56,2015-04-01,2015-06-30,
S1005HT0,E04503,95050,2015-07-28 15:00,2015-04-01,2015-06-30,
S1005HW8,E05199,42860,2015-07-28 15:39,2015-04-01,2015-06-30,
S1005I24,E02180,63920,2015-07-28 16:13,,,S10057LO
S1005HFQ,E03593,,2015-07-29 09:11,,,S10053IC
S1005HMF,E24248,31610,2015-07-29 10:00,2014-05-01,2015-04-30,
S1005I83,E05062,43070,2015-07-29 10:08,2015-04-01,2015-06-30,
S1005HEJ,E01435,59900,2015-07-29 10:13,2015-03-16,2015-06-15,
S1005HWO,E00715,79010,2015-07-29 10:31,2014-05-01,2015-04-30,
S1005I8N,E05699,38530,2015-07-29 10:48,,,S10051NF
S1005HR8,E00578,35240,2015-07-29 14:52,2014-05-01,2015-04-30,
S1005IAT,E02442,59560,2015-07-29 15:02,,,S10057OW
S1005IDE,E05704,,2015-07-29 15:15,2014-05-01,2015-04-30,
S1005I27,E01334,58030,2015-07-29 15:46,2015-04-01,2015-06-30,
S1005I7M,E00414,25930,2015-07-29 15:49,2014-05-01,2015-04-30,
S1005IEC,E02011,74350,2015-07-29 15:57,2014-05-01,2015-04-30,
S1005IA1,E00093,18140,2015-07-29 16:34,,,S1005750
S1005HBG,E01164,79950,2015-07-29 16:56,2015-04-01,2015-06-30,
S1005I7X,E04192,,2015-07-30 09:13,2014-05-01,2015-04-30,
S1005IHS,E04147,90200,2015-07-30 09:53,,,S10050XK
S1005HU7,E05481,94250,2015-07-30 09:55,2014-05-01,2015-04-30,
S1005IJZ,E00482,29100,2015-07-30 10:07,2014-05-01,2015-04-30,
S1005IEO,E05680,38430,2015-07-30 11:16,2014-05-01,2015-04-30,
S1005IMU,E03279,75330,2015-07-30 11:41,2014-05-01,2015-04-30,
S1005IN5,E22101,36330,2015-07-30 12:08,2015-04-01,2015-06-30,
S1005INN,E05174,88890,2015-07-30 12:44,2015-04-01,2015-06-30,
S1005I3Y,E00210,19730,2015-07-30 12:56,2015-04-01,2015-06-30,
S1005IO1,E31060,39030,2015-07-30 13:34,2014-05-01,2015-04-30,
S1005IO0,E03478,30530,2015-07-30 13:46,2015-04-01,2015-06-30,
S1005I8E,E30738,,2015-07-30 14:08,2014-05-01,2015-04-30,
S1005HST,E04651,,2015-07-30 14:09,2014-05-01,2015-04-30,
S1005IPM,E00281,17660,2015-07-30 14:18,2014-05-01,2015-04-30,
S1005IES,E05381,23930,2015-07-30 14:20,2015-04-01,2015-06-30,
S1005I5V,E06141,87500,2015-07-30 15:40,,,S10053HV
S1005IAF,E03747,87320,2015-07-30 15:43,2015-04-01,2015-06-30,
S1005HQ4,E02417,96970,2015-07-30 16:19,2015-04-01,2015-06-30,
S1005IUL,E03656,,2015-07-30 16:25,2015-04-01,2015-06-30,
S1005IM8,E21391,32640,2015-07-30 16:30,2015-04-01,2015-06-30,
S1005IUY,E31060,39030,2015-07-30 16:52,,,S1005IO1
S1005IT8,E02954,,2015-07-30 17:05,,,S1005A5J
S1005IGD,E03072,81900,2015-07-31 09:06,2015-03-21,2015-06-20,
S1005IFW,E02794,74220,2015-07-31 09:08,2015-03-21,2015-06-20,
S1005IK1,E03343,76460,2015-07-31 09:08,2015-03-21,2015-06-20,
S1005IEQ,E04695,,2015-07-31 09:13,2014-05-01,2015-04-30,
S1005GLI,E01123,52040,2015-07-31 09:24,2015-03-21,2015-06-20,
S1005GM0,E05328,23540,2015-07-31 09:25,2015-03-21,2015-06-20,
S1005IJE,E02753,99140,2015-07-31 09:30,2015-03-21,2015-06-20,
S1005J00,E02142,72010,2015-07-31 09:39,2015-04-01,2015-06-30,
S1005IY9,E05563,30310,2015-07-31 09:59,2014-05-01,2015-04-30,
S1005IXJ,E00400,25400,2015-07-31 10:00,2015-04-01,2015-06-30,
S1005IW9,E03454,33610,2015-07-31 10:00,2014-05-01,2015-04-30,
S1005IL4,E01700,,2015-07-31 10:09,2015-04-01,2015-06-30,
S1005IMT,E04497,94120,2015-07-31 10:10,2015-04-01,2015-06-30,
S1005I2R,E31276,39060,2015-07-31 10:26,2015-04-01,2015-06-30,
S1005IZQ,E01124,77410,2015-07-31 10:27,2015-04-01,2015-06-30,
S1005IYF,E01999,68660,2015-07-31 10:29,2015-04-01,2015-06-30,
S1005IJL,E02097,66630,2015-07-31 10:29,2015-03-21,2015-06-20,
S1005INO,E04498,95010,2015-07-31 10:33,2015-04-01,2015-06-30,
S1005IKI,E05686,21480,2015-07-31 10:49,2015-04-01,2015-06-30,
S1005IGY,E01898,69950,2015-07-31 11:28,2015-04-01,2015-06-30,
S1005J0B,E02089,66740,2015-07-31 11:55,2015-04-01,2015-06-30,
S1005ICB,E00887,44630,2015-07-31 12:00,,,S1004OXO
S1005IS9,E02371,79720,2015-07-31 12:00,2015-04-01,2015-06-30,
S1005IFY,E04732,,2015-07-31 12:15,2014-05-01,2015-04-30,
S1005J1N,E31386,31340,2015-07-31 12:22,2014-05-01,2015-04-30,
S1005IUI,E01039,49190,2015-07-31 12:32,2015-03-21,2015-06-20,
S1005ITM,E27615,31850,2015-07-31 13:28,,,S1005BPN
S1005I3Q,E01231,54060,2015-07-31 13:30,2015-04-01,2015-06-30,
S1005IJF,E00723,94760,2015-07-31 13:37,2015-04-01,2015-06-30,
S1005IAW,E05694,38500,2015-07-31 13:53,2015-04-01,2015-06-30,
S1005IO4,E01097,51910,2015-07-31 14:00,2015-04-01,2015-06-30,
S1005IO8,E04217,90400,2015-07-31 14:05,2015-03-21,2015-06-20,
S1005ITA,E25884,77770,2015-07-31 14:10,2014-05-01,2015-04-30,
S1005I25,E02430,78990,2015-07-31 14:14,2014-05-01,2015-04-30,
S1005J62,E01369,59550,2015-07-31 14:38,,,S10056M4
S1005J2J,E04272,92010,2015-07-31 15:00,2015-04-01,2015-06-30,
S1005IW3,E27016,49290,2015-07-31 15:00,2015-03-21,2015-06-20,
S1005IA5,E00932,45190,2015-07-31 15:06,2015-04-01,2015-06-30,
S1005HKG,E05072,47510,2015-07-31 15:09,2015-04-01,2015-06-30,
S1005IN0,E01765,67010,2015-07-31 15:12,2015-04-01,2015-06-30,
S1005I2U,E02941,27150,2015-07-31 15:13,2015-04-01,2015-06-30,
S1005J74,E03363,26780,2015-07-31 15:24,2014-05-21,2015-05-20,
S1005IYU,E02223,72970,2015-07-31 15:36,,,S10057HY
S1005IA0,E03573,,2015-07-31 15:36,2015-04-01,2015-06-30,
S1005J7O,E05562,24970,2015-07-31 15:36,2015-04-01,2015-06-30,
S1005IXQ,E02009,69080,2015-07-31 15:40,2015-04-01,2015-06-30,
S1005IUZ,E01264,54110,2015-07-31 15:52,,,S10055ZE
S1005IXY,E05691,21520,2015-07-31 16:02,2015-04-01,2015-06-30,
S1005IST,E05417,24110,2015-07-31 16:03,2015-04-01,2015-06-30,
S1005IRP,E02146,72050,2015-07-31 16:16,2015-04-01,2015-06-30,
S1005J96,E04896,96270,2015-07-31 16:25,2014-05-01,2015-04-30,
S1005J8V,E00041,16620,2015-07-31 16:29,,,S10050TT
S1005J8I,E00837,43670,2015-07-31 17:00,,,S1005368
S1005I8Q,E02020,68700,2015-08-03 09:00,2015-04-01,2015-06-30,
S1005JCB,E05363,45640,2015-08-03 09:02,2015-04-01,2015-06-30,
S1005J90,E02129,70140,2015-08-03 09:02,2015-04-01,2015-06-30,
S1005J44,E05262,43410,2015-08-03 09:04,2015-04-01,2015-06-30,
S1005EDD,E01873,67240,2015-08-03 09:06,2015-04-01,2015-06-30,
S1005ITY,E04539,97080,2015-08-03 09:08,2015-04-01,2015-06-30,
S1005IGN,E03320,76150,2015-08-03 09:20,2015-04-01,2015-06-30,
S1005IZX,E02648,,2015-08-03 09:25,2015-04-01,2015-06-30,
S1005JDJ,E00621,79610,2015-08-03 09:28,2015-04-01,2015-06-30,
S1005ITW,E00717,94740,2015-08-03 09:30,2015-04-01,2015-06-30,
S1005IX2,E01430,59330,2015-08-03 09:31,2015-03-21,2015-06-20,
S1005HJ5,E03641,85440,2015-08-03 09:38,2015-04-01,2015-06-30,
S1005JDK,E00138,19670,2015-08-03 09:44,2015-03-21,2015-06-20,
S1005IL0,E02002,79310,2015-08-03 09:54,2015-03-21,2015-06-20,
S1005J3T,E03639,85500,2015-08-03 09:54,2015-04-01,2015-06-30,
S1005JDC,E05097,47650,2015-08-03 09:55,2015-04-01,2015-06-30,
S1005J5L,E00913,46260,2015-08-03 10:02,2015-04-01,2015-06-30,
S1005J1G,E02569,19480,2015-08-03 10:02,2015-04-01,2015-06-30,
S1005J52,E01590,64360,2015-08-03 10:03,2015-04-01,2015-06-30,
S1005J1B,E04510,95130,2015-08-03 10:08,2015-04-01,2015-06-30,
S1005J9V,E02858,75270,2015-08-03 10:08,2015-04-01,2015-06-30,
S1005JBP,E04774,,2015-08-03 10:22,2015-04-01,2015-06-30,
S1005JB3,E00373,22060,2015-08-03 10:28,2015-04-01,2015-06-30,
S1005J56,E02157,,2015-08-03 10:39,2015-04-01,2015-06-30,
S1005J6L,E00977,45560,2015-08-03 10:40,2015-04-01,2015-06-30,
S1005J91,E03521,30990,2015-08-03 11:05,2015-04-01,2015-06-30,
S1005JCF,E01741,65060,2015-08-03 11:19,2015-03-21,2015-06-20,
S1005JFK,E04030,,2015-08-03 11:25,2015-04-01,2015-06-30,
S1005J1R,E05456,24400,2015-08-03 11:57,2015-04-01,2015-06-30,
S1005JH1,E05599,24890,2015-08-03 12:31,,,S10058GT
S1005J21,E01697,62950,2015-08-03 13:19,2015-04-01,2015-06-30,
S1005JHX,E00670,79840,2015-08-03 13:38,2015-04-01,2015-06-30,
S1005J4S,E03560,,2015-08-03 13:42,2015-04-01,2015-06-30,
S1005HSS,E00632,78970,2015-08-03 13:59,2015-04-01,2015-06-30,
S1005IN3,E02989,33840,2015-08-03 14:08,,,S1004QEH
S1005JJU,E03958,88640,2015-08-03 14:15,2015-04-01,2015-06-30,
S1005IB0,E05524,24640,2015-08-03 14:38,2015-04-01,2015-06-30,
S1005HIZ,E05551,37960,2015-08-03 15:00,2015-04-01,2015-06-30,
S1005JG6,E05599,24890,2015-08-03 15:01,2015-04-01,2015-06-30,
S1005J5E,E22509,77750,2015-08-03 15:02,2015-04-01,2015-06-30,
S1005J13,E00567,35290,2015-08-03 15:09,2015-04-01,2015-06-30,
S1005J3X,E02140,72760,2015-08-03 15:10,2015-04-01,2015-06-30,
S1005J4G,E02409,59060,2015-08-03 15:19,2015-03-21,2015-06-20,
S1005JBZ,E00094,19510,2015-08-03 15:22,2015-04-01,2015-06-30,
S1005JE4,E03131,,2015-08-03 15:29,2015-03-21,2015-06-20,
S1005JOV,E00934,45510,2015-08-04 09:15,2015-04-01,2015-06-30,
S1005JPT,E03697,,2015-08-04 09:27,2015-04-01,2015-06-30,
S1005I4R,E05090,47610,2015-08-04 09:35,2015-04-01,2015-06-30,
S1005JHH,E02879,75700,2015-08-04 09:38,2015-04-01,2015-06-30,
S1005JNR,E05029,47190,2015-08-04 09:40,2015-04-01,2015-06-30,
S1005JRW,E01122,52010,2015-08-04 09:45,2015-04-01,2015-06-30,
S1005JGI,E02695,82560,2015-08-04 09:46,2015-03-21,2015-06-20,
S1005JNU,E01333,58020,2015-08-04 10:05,2015-04-01,2015-06-30,
S1005JFE,E03430,,2015-08-04 10:14,2015-04-01,2015-06-30,
S1005JRM,E01730,61610,2015-08-04 10:32,2015-03-21,2015-06-20,
S1005JSZ,E01264,54110,2015-08-04 10:37,2015-04-01,2015-06-30,
S1005JYH,E01121,52020,2015-08-04 10:59,2015-04-01,2015-06-30,
S1005JI0,E05355,,2015-08-04 11:06,2015-04-01,2015-06-30,
S1005IBA,E03588,83860,2015-08-04 11:08,2015-04-01,2015-06-30,
S1005JZ7,E02115,,2015-08-04 11:21,2015-04-01,2015-06-30,
S1005JG7,E03946,,2015-08-04 11:33,2015-04-01,2015-06-30,
S1005JW9,E03746,87720,2015-08-04 12:03,2015-04-01,2015-06-30,
S1005JUS,E05309,23310,2015-08-04 13:06,2015-04-01,2015-06-30,
S1005J9F,E02525,80740,2015-08-04 13:14,2015-04-01,2015-06-30,
S1005IXM,E00129,,2015-08-04 13:28,2015-04-30,2015-06-30,
S1005JS2,E01760,66530,2015-08-04 13:45,2015-04-01,2015-06-30,
S1005JSN,E01766,67020,2015-08-04 13:50,2015-04-01,2015-06-30,
S1005JGF,E02782,99910,2015-08-04 14:23,2015-04-01,2015-06-30,
S1005JXD,E00473,29030,2015-08-04 14:36,2015-04-01,2015-06-30,
S1005JR3,E01413,59300,2015-08-04 14:36,2015-04-01,2015-06-30,
S1005JHF,E02492,78210,2015-08-04 14:44,2015-03-21,2015-06-20,
S1005JK3,E04463,,2015-08-04 15:00,2015-04-01,2015-06-30,
S1005JTD,E24991,49280,2015-08-04 15:00,2015-04-01,2015-06-30,
S1005JB1,E02217,72920,2015-08-04 15:19,2015-04-01,2015-06-30,
S1005K1H,E05621,21380,2015-08-04 15:30,2015-04-01,2015-06-30,
S1005JKM,E03040,82520,2015-08-04 15:42,2015-04-01,2015-06-30,
S1005JJ3,E00093,18140,2015-08-04 16:02,2015-04-01,2015-06-30,
S1005K8P,E00492,29140,2015-08-04 16:02,2015-04-01,2015-06-30,
S1005JTB,E01885,69010,2015-08-04 16:03,2015-04-01,2015-06-30,
S1005J7N,E04795,97680,2015-08-04 16:06,2015-04-01,2015-06-30,
S1005K9A,E04153,,2015-08-04 16:17,2015-04-01,2015-06-30,
S1005J40,E03549,83440,2015-08-04 16:25,2015-04-01,2015-06-30,
S1005JMK,E02389,79890,2015-08-04 16:27,2015-04-01,2015-06-30,
S1005JLI,E03567,83620,2015-08-04 16:33,2015-04-01,2015-06-30,
S1005JXJ,E01072,,2015-08-04 17:00,2015-04-01,2015-06-30,
S1005K0O,E03657,,2015-08-05 09:01,2015-04-01,2015-06-30,
S1005JXA,E03593,,2015-08-05 09:02,2015-04-01,2015-06-30,
S1005JH7,E05025,46840,2015-08-05 09:04,2015-04-01,2015-06-30,
S1005JZR,E02997,30240,2015-08-05 09:09,2015-04-01,2015-06-30,
S1005IKZ,E04925,97950,2015-08-05 09:15,2015-04-01,2015-06-30,
S1005KFD,E01902,69990,2015-08-05 09:21,2015-04-01,2015-06-30,
S1005JU1,E03576,83690,2015-08-05 09:21,2015-04-01,2015-06-30,
S1005K40,E02642,81170,2015-08-05 09:21,2015-04-01,2015-06-30,
S1005JRU,E01422,59400,2015-08-05 09:23,2015-04-01,2015-06-30,
S1005JVZ,E24545,94130,2015-08-05 09:24,2015-04-01,2015-06-30,
S1005JGX,E01059,49230,2015-08-05 09:27,2015-04-01,2015-06-30,
S1005KDC,E23492,36360,2015-08-05 09:31,2015-04-01,2015-06-30,
S1005K2T,E03640,85580,2015-08-05 09:36,2015-04-01,2015-06-30,
S1005KG6,E01544,63650,2015-08-05 09:37,2015-04-01,2015-06-30,
S1005KFO,E04856,96870,2015-08-05 09:38,2015-04-01,2015-06-30,
S1005K95,E01819,67710,2015-08-05 09:38,2015-04-01,2015-06-30,
S1005JUH,E01769,67410,2015-08-05 09:41,2015-04-01,2015-06-30,
S1005JAC,E02075,67310,2015-08-05 09:44,,,S1004PMI
S1005K3Y,E01035,49180,2015-08-05 09:46,2015-04-01,2015-06-30,
S1005JC4,E00058,18120,2015-08-05 09:47,2015-04-01,2015-06-30,
S1005JUM,E01409,59580,2015-08-05 09:53,2015-04-01,2015-06-30,
S1005KG2,E24536,31660,2015-08-05 09:56,2015-04-01,2015-06-30,
S1005K7F,E04149,90220,2015-08-05 09:59,2015-04-01,2015-06-30,
S1005JVR,E02467,78440,2015-08-05 10:00,2015-04-01,2015-06-30,
S1005J2F,E02168,72720,2015-08-05 10:05,2015-04-01,2015-06-30,
S1005I72,E04211,90550,2015-08-05 10:06,2015-04-01,2015-06-30,
S1005HP2,E02542,30040,2015-08-05 10:10,2015-04-01,2015-06-30,
S1005K26,E00428,26020,2015-08-05 10:13,2015-04-01,2015-06-30,
S1005J68,E05211,43080,2015-08-05 10:15,2015-04-01,2015-06-30,
S1005JVI,E00783,40910,2015-08-05 10:36,2015-04-01,2015-06-30,
S1005KD3,E05028,47180,2015-08-05 10:37,2015-04-01,2015-06-30,
S1005K4A,E05110,,2015-08-05 10:39,2015-04-01,2015-06-30,
S1005KIZ,E03601,,2015-08-05 10:41,2015-04-01,2015-06-30,
S1005KIU,E01577,63790,2015-08-05 10:47,2015-04-01,2015-06-30,
S1005JCN,E01750,66220,2015-08-05 10:51,2015-04-01,2015-06-30,
S1005JME,E04855,96910,2015-08-05 10:55,2015-04-01,2015-06-30,
S1005JXU,E01578,63710,2015-08-05 11:00,2015-04-01,2015-06-30,
S1005JWC,E04505,95070,2015-08-05 11:03,2015-04-01,2015-06-30,
S1005KH1,E02535,80650,2015-08-05 11:04,2015-04-01,2015-06-30,
S1005JXB,E00515,29260,2015-08-05 11:08,2015-04-01,2015-06-30,
S1005KK6,E02826,74630,2015-08-05 11:11,2015-04-01,2015-06-30,
S1005JX6,E04038,89440,2015-08-05 11:12,2015-04-01,2015-06-30,
S1005K71,E03559,,2015-08-05 11:15,2015-04-01,2015-06-30,
S1005KA2,E05195,,2015-08-05 11:31,2015-04-01,2015-06-30,
S1005KLS,E02143,72020,2015-08-05 11:32,2015-04-01,2015-06-30,
S1005JQM,E00984,45680,2015-08-05 11:33,2015-04-01,2015-06-30,
S1005KNU,E04031,89340,2015-08-05 12:20,2015-04-01,2015-06-30,
S1005KBE,E03971,88710,2015-08-05 12:34,2015-04-01,2015-06-30,
S1005KDF,E01630,45430,2015-08-05 12:56,2015-04-01,2015-06-30,
S100531I,E05600,,2015-08-05 12:59,2015-04-01,2015-06-30,
S1005KB0,E04148,90210,2015-08-05 13:00,2015-04-01,2015-06-30,
S1005K0Z,E01290,,2015-08-05 13:02,2015-04-01,2015-06-30,
S1005J1I,E04837,97150,2015-08-05 13:17,2015-04-01,2015-06-30,
S1005JTT,E00218,18780,2015-08-05 13:33,2015-04-01,2015-06-30,
S1005JD8,E01896,69550,2015-08-05 13:38,2015-04-01,2015-06-30,
S1005K9E,E01731,62620,2015-08-05 13:40,2015-04-01,2015-06-30,
S1005K8K,E01743,65070,2015-08-05 13:40,2015-04-01,2015-06-30,
S1005KR2,E27062,36680,2015-08-05 13:55,2015-04-01,2015-06-30,
S1005K0T,E22461,36340,2015-08-05 14:00,2015-04-01,2015-06-30,
S1005K56,E02528,80530,2015-08-05 14:02,2015-04-01,2015-06-30,
S1005JSB,E04147,90200,2015-08-05 14:03,2015-04-01,2015-06-30,
S1005JQT,E01018,45400,2015-08-05 14:04,2015-04-01,2015-06-30,
S1005KSA,E30124,32940,2015-08-05 14:07,2015-04-01,2015-06-30,
S1005J5O,E01926,69970,2015-08-05 14:10,2015-04-01,2015-06-30,
S1005JB6,E03554,83340,2015-08-05 14:15,2015-04-01,2015-06-30,
S1005KA6,E01585,63050,2015-08-05 14:17,2015-04-01,2015-06-30,
S1005KJ2,E05236,43230,2015-08-05 14:21,2015-04-01,2015-06-30,
S1005KRH,E01968,69460,2015-08-05 14:21,2015-04-01,2015-06-30,
S1005KB5,E03550,83460,2015-08-05 14:23,2015-04-01,2015-06-30,
S1005K1P,E00813,,2015-08-05 14:45,2015-04-01,2015-06-30,
S1005JY8,E04018,89200,2015-08-05 14:46,2015-04-01,2015-06-30,
S1005K2C,E21342,15140,2015-08-05 14:56,2015-04-01,2015-06-30,
S1005K5G,E01777,67580,2015-08-05 15:00,2015-04-01,2015-06-30,
S1005F8Z,E04084,,2015-08-05 15:00,2015-04-01,2015-06-30,
S1005K9G,E01793,67700,2015-08-05 15:03,2015-04-01,2015-06-30,
S1005JWT,E05625,21240,2015-08-05 15:04,2015-04-01,2015-06-30,
S1005JZV,E04011,89140,2015-08-05 15:06,2015-04-01,2015-06-30,
