year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2018,8,12,,False,1085,,3,3,2.3,0.0
2019,8,12,,False,1176,,33,35,25.1,0.0
2020,8,12,,False,1320,,43,39,27.7,0.0
2021,8,12,,False,1599,94,89,63,44.7,0.0
2022,8,12,,False,1777,110,114,81,58.0,0.0
2022,11,3,,False,476,35,33,21,15.0,
2023,2,3,,False,482,27,26,17,12.1,
2023,5,3,23/07/14,False,544,61,68,43,30.5,
2023,8,3,23/10/13,False,506,6,-1,9,6.3,
2023,8,12,23/06/28,True,2008,156,152,101,,0.0
2023,8,12,23/10/13,False,2008,129,126,90,62.6,0.0
2023,11,3,24/01/12,False,525,29,28,19,11.8,
2024,2,3,24/04/12,False,523,33,33,17,10.5,
2024,5,3,24/07/12,False,567,60,59,44,27.2,
2024,8,3,24/10/15,False,581,68,67,68,41.7,
2024,8,12,23/10/13,True,2296,195,192,127,77.8,0.0
2024,8,12,24/10/15,False,2196,190,187,148,90.7,0
2024,11,3,25/01/14,False,607,11,10,0,0.4,
2025,2,3,25/04/14,False,713,47,46,30,18.4,
2025,5,3,25/07/15,False,741,65,64,42,25.3,
2025,8,3,25/10/15,False,773,55,56,46,27.8,
2025,8,12,24/10/15,True,2374,200,198,132,80.7,0
2025,8,12,25/01/14,True,,,,,,0
2025,8,12,25/02/18,True,2887,196,193,127,76.6,0
2025,8,12,25/10/15,False,2834,178,176,118,71.3,0
2025,11,3,26/01/14,False,770,35,33,7,4.8,
2026,8,12,25/10/15,True,3360,254,250,161,95.7,0
