year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2021,3,12,,False,381,,-148,-147,-29.7,0
2022,3,12,,False,448,,-306,-308,-56.6,0
2023,3,12,,False,727,-94,-95,-93,-17.2,0
2024,3,12,,False,1062,27,26,26,4.9,0
2024,12,3,,False,364,73,71,71,13.0,
2025,3,3,25/05/14,False,391,82,67,157,28.8,
2025,3,12,25/03/18,True,1402,233,220,186,33.8,0
2025,3,12,25/05/08,True,1434,293,276,366,67.1,0
2025,3,12,25/05/14,False,1434,293,276,366,67.2,0
2026,3,12,25/05/14,True,1805,306,306,222,38.5,
