year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2023,4,12,,False,1,,-58,-59,-3.9,0
2024,4,12,,False,2748,871,857,551,36.8,0
2024,7,3,,False,744,249,239,160,10.7,
2024,10,3,,False,767,295,293,213,14.2,
2025,1,3,,False,786,332,331,235,15.7,
2025,4,3,,False,829,356,353,294,19.6,
2025,4,12,,False,3126,1232,1216,902,60.2,0
2025,7,3,,False,875,364,362,258,17.2,
2025,10,3,25/12/05,False,853,353,353,238,15.9,
2026,1,3,26/02/27,False,885,393,392,265,17.4,
2026,4,3,26/06/05,False,912,390,391,322,20.9,
2026,4,12,25/10/23,True,3566,1492,1484,1000,63.4,32
2026,4,12,26/06/05,False,3525,1500,1498,1083,70.3,32
2027,4,12,26/06/05,True,4000,1800,1800,1200,76.0,38
