year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2021,3,12,,False,303092,,52925,36357,39.2,39.1
2022,3,12,,False,302528,,72192,56926,61.3,30.59
2023,3,12,,False,1638484,72925,63327,36930,39.8,0
2023,12,3,,False,345016,9335,8599,-5010,-5.4,
2024,3,3,,False,389717,3021,578,60949,65.6,
2024,3,12,,False,1512345,86172,78714,102624,110.5,0
2024,6,3,,False,170626,24266,23453,14759,15.9,
2024,9,3,,False,166385,43854,42515,21971,23.7,
2024,12,3,,False,179910,18050,16954,9299,10.0,
2025,3,3,25/05/09,False,198019,26314,24554,22242,24.0,
2025,3,12,25/03/19,True,700000,95700,91400,54300,58.5,103.55
2025,3,12,25/05/09,False,714940,112484,107476,68271,73.5,109.55
2025,6,3,25/08/05,False,191276,29558,28459,18865,20.4,
2025,9,3,25/11/11,False,205115,40476,39398,24076,26.0,
2026,3,12,25/05/09,True,740000,95000,88000,58000,62.6,15
2026,3,12,25/08/05,True,760000,110000,104000,70000,75.5,18
2026,3,12,25/11/11,True,790000,125000,120000,79000,85.3,21
