year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2024,3,3,24/05/15,False,42215,2988,3297,17617,730.7,
2024,3,12,23/10/02,True,132000,6900,9000,,,
2024,3,12,24/02/14,True,137000,8000,10500,30000,1066.1,70.0
2024,3,12,24/05/15,False,138586,8764,11635,26324,1091.9,70
2024,6,3,24/08/09,False,41114,2651,3930,2454,88.7,
2024,9,3,24/11/14,False,43536,2793,2789,1480,54.2,
2024,12,3,25/02/14,False,43135,3856,5095,3592,132.3,
2025,3,3,25/05/15,False,42555,2507,2864,1230,45.4,
2025,3,12,24/05/15,True,171000,10400,12700,8000,284.3,115
2025,3,12,24/11/14,True,171000,10400,12700,8000,297.1,120
2025,3,12,25/02/14,True,171000,11500,14000,8500,316.3,130
2025,3,12,25/05/15,False,170340,11807,14678,8756,323.3,130
2025,6,3,25/08/08,False,39745,3269,4363,3233,120.3,
2025,9,3,25/11/14,False,40355,3039,4078,3715,138.2,
2026,3,12,25/05/15,True,162000,8500,11400,7300,271.7,130
2026,3,12,25/11/14,True,158000,9500,13000,9000,334.5,135
