year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2021,2,12,,False,415,,-114,-117,-50.9,0
2022,2,12,,False,516,,-267,-278,-107.1,0
2023,2,12,,False,634,-267,-271,-272,-95.3,0
2024,2,12,,False,785,-132,-136,-136,-45.3,0
2024,5,3,,False,224,-15,-15,-15,-5.3,
2024,8,3,,False,234,-5,-2,-3,-1.0,
2024,11,3,,False,243,8,5,6,2.1,
2025,2,3,25/04/14,False,247,20,14,23,7.5,
2025,2,12,25/02/20,True,946,2,-5,8,2.4,0
2025,2,12,25/04/14,False,948,8,2,11,3.6,0
2025,5,3,25/07/10,False,245,16,15,15,4.4,
2025,8,3,25/10/15,False,243,4,4,2,0.6,
2026,2,12,25/04/14,True,1120,100,99,98,28.7,0
2026,2,12,25/12/15,True,1072,76,75,70,20.6,0
