year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2024,9,3,24/11/12,False,20781,1080,879,481,11.6,
2024,9,12,24/04/01,True,44000,4450,4000,2650,51.5,15
2024,9,12,24/08/02,True,47100,5000,4500,2850,55.3,15
2024,9,12,24/11/12,False,47455,4065,3560,2217,53.4,16
2024,12,3,25/02/12,False,16959,2136,1981,1197,23.3,
2025,3,3,25/05/13,False,16608,1369,1153,609,11.7,
2025,6,3,25/08/07,False,8986,429,103,54,1.0,
2025,9,3,25/11/11,False,31859,4881,4571,3073,56.7,
2025,9,12,24/11/12,True,76000,8650,7550,4750,92.2,35
2025,9,12,25/11/11,False,74412,8815,7808,4933,91.0,36
2026,9,12,25/11/11,True,100450,11000,9300,5800,94.1,40
