year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2023,3,12,,False,4568,,442,372,20.7,0
2023,5,2,,False,1110,,230,163,17.9,2.5
2023,5,12,,False,1110,,230,163,17.9,2.5
2024,5,12,,False,5840,1199,1198,855,84.2,11.5
2025,5,12,,False,7147,703,704,493,44.2,6.75
2026,2,3,26/04/13,False,2479,684,666,467,41.6,
2026,5,3,26/07/14,False,2831,633,625,452,39.5,
2026,5,12,26/02/27,True,9703,2004,1965,1346,119.9,18
2026,5,12,26/04/13,True,9703,2004,1965,1346,119.9,30
2026,5,12,26/07/14,False,9783,2156,2130,1516,132.6,32
2027,5,12,26/07/14,True,12080,2506,2504,1701,140.8,57
