year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2022,5,12,22/07/14,False,36139,1364,1061,643,74.6,26
2023,5,12,23/07/14,False,41236,710,239,100,11.7,18
2023,11,3,24/01/12,False,12187,327,235,127,15.4,
2024,2,3,24/04/05,False,7711,-74,-158,-108,-13.1,
2024,5,3,24/07/12,False,12321,766,661,450,54.4,
2024,5,12,24/07/12,False,42702,931,607,414,50.0,19
2024,8,3,24/10/04,False,10416,1282,1174,810,101.1,
2024,11,3,25/01/10,False,12218,454,393,252,31.3,
2025,2,3,25/04/07,False,8423,98,154,284,35.2,
2025,5,3,25/07/11,False,13736,552,445,321,39.8,
2025,5,12,25/07/11,False,44793,2386,2166,1667,206.5,46
2025,8,3,25/10/06,False,16340,1249,1038,743,91.8,
2025,11,3,26/01/13,False,13938,577,493,316,38.9,
2026,5,12,25/07/11,True,56415,2498,2006,1346,150.7,46
