year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2021,1,12,,False,442,,-94,-109,-23.3,0
2022,1,12,,False,846,,-350,-350,-66.0,0
2023,1,12,,False,2033,39,38,-12,-2.2,0
2024,1,12,,False,5409,473,477,506,76.6,0
2024,4,3,,False,1240,-12,-14,-9,-1.4,
2024,7,3,,False,2769,315,321,213,32.3,
2024,10,3,,False,2150,161,146,98,14.8,
2025,1,3,25/03/17,False,6678,988,985,759,114.5,
2025,1,12,25/02/28,True,11955,1321,1300,855,121.2,0
2025,1,12,25/03/17,False,12837,1452,1438,1061,160.1,0
2025,4,3,25/06/13,False,2851,189,185,131,18.5,
2025,8,4,25/10/15,False,8283,978,972,686,93.4,
2025,8,7,25/03/31,True,6514,390,387,315,43.1,0
2025,8,7,25/06/13,True,9506,649,646,464,62.1,0
2025,8,7,25/08/15,True,11012,1141,1139,809,110.1,0
2025,8,7,25/10/15,False,11134,1167,1157,817,111.2,0
2026,1,12,25/03/17,True,16973,1619,1602,1111,157.5,0
2026,8,12,25/10/15,True,28046,3020,3007,2054,270.7,0
