year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2022,12,12,,False,507,,34,26,6.6,0
2023,6,6,,False,310,,4,6,1.6,0
2023,6,12,,False,310,,4,6,1.6,0
2024,6,12,,False,749,161,162,105,26.4,3
2025,6,12,,False,1021,369,369,246,61.5,3
2026,3,3,,False,318,158,160,104,26.1,
2026,6,3,26/08/13,False,309,92,87,60,15.0,
2026,6,12,26/07/15,True,1222,500,492,322,80.5,3
2026,6,12,26/08/13,False,1221,529,524,346,86.7,3
2027,6,12,26/08/13,True,1369,556,556,359,74.4,9
