year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2022,3,12,22/05/10,False,536025,24081,23290,15382,396.1,80
2023,3,12,23/05/10,False,564487,26235,25597,15849,408.0,85
2023,9,3,23/11/13,False,156253,10381,10229,7063,181.8,
2023,12,3,24/02/13,False,164616,12361,12314,8408,216.4,
2024,3,3,24/05/13,False,150014,-2480,-2795,-3845,-97.9,
2024,3,12,24/05/13,False,619587,29328,28877,18243,464.4,110
2024,6,3,24/08/09,False,176308,10373,10184,7103,173.9,
2024,9,3,24/11/11,False,183236,10943,10723,7317,179.0,
2024,12,3,25/02/10,False,198068,13200,13012,8543,208.8,
2025,3,3,25/05/12,False,178788,-1114,-1336,-2787,-68.1,
2025,3,12,25/05/12,False,736400,33402,32583,20176,493.3,125
2025,6,3,25/08/08,False,193865,10572,10415,7146,175.5,
2026,3,12,25/05/12,True,772000,33800,33000,20500,489.3,125
