year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2020,12,12,,False,20100,,2058,1311,65.6,0.75
2021,12,12,,False,21096,,1696,856,42.8,0.75
2022,12,12,,False,20770,1822,1909,1078,54.2,0.75
2023,12,12,,False,21884,1867,1639,1103,93.0,50
2024,3,3,,False,6964,1081,1095,714,60.2,
2024,6,3,,False,5891,630,629,396,33.4,
2024,9,3,24/11/14,False,4654,25,20,13,1.1,
2024,12,3,25/02/14,False,6024,440,431,368,31.0,
2024,12,12,24/10/16,True,23151,1985,2036,1372,115.6,58
2024,12,12,25/02/14,False,23533,2176,2175,1491,125.7,68
2025,3,3,25/05/15,False,7126,1352,1411,921,77.7,
2025,6,3,25/08/14,False,6277,596,602,402,34.0,
2025,9,3,25/11/14,False,4630,-59,-27,-19,-1.6,
2025,12,12,25/02/14,True,24700,2300,2320,1500,126.4,64
