year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2019,3,12,,False,2596,,43,19,2.9,0.0
2020,3,12,,False,3219,,131,107,16.0,0.0
2021,3,12,,False,4571,,374,652,96.0,0.0
2022,3,12,,False,6489,715,815,515,67.8,0.0
2023,3,12,,False,7420,1050,938,391,42.6,0.0
2023,6,3,,False,2153,458,470,301,32.8,
2023,9,3,23/11/14,False,2102,384,380,230,25.1,
2023,12,3,24/02/14,False,2004,259,251,189,19.4,
2024,3,3,24/05/15,False,2462,269,224,150,14.9,
2024,3,12,23/10/04,True,8298,1233,1178,751,68.4,0.0
2024,3,12,24/04/18,True,8720,1370,1325,870,86.4,0
2024,3,12,24/05/15,False,8721,1370,1325,870,86.5,0
2024,6,3,24/08/14,False,2629,382,379,239,21.8,
2024,9,3,24/11/14,False,2814,567,543,319,29.1,
2024,12,3,25/02/14,False,2977,607,615,1004,91.5,
2025,3,3,25/05/14,False,2779,397,403,472,42.9,
2025,3,12,24/05/15,True,10000,1510,1485,1017,92.6,14
2025,3,12,24/12/18,True,10500,1661,1634,1119,101.9,15.4
2025,3,12,25/02/14,True,10500,1800,1773,1690,153.8,22.63
2025,3,12,25/05/14,False,11199,1953,1940,2034,184.9,27
2026,3,12,25/05/14,True,12300,2200,2135,2240,199.6,30
