year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2022,1,12,,False,2407,,376,210,3.5,0
2023,1,12,,False,4447,,309,31,0.5,3.67
2024,1,12,,False,9188,1054,1067,719,12.0,0
2025,1,12,,False,16417,2774,2798,1974,32.9,0
2025,10,3,25/12/12,False,6847,1482,1462,1023,17.1,
2026,1,3,26/03/13,False,7824,1832,1781,1463,23.7,
2026,1,12,25/11/21,True,25006,4874,4874,3474,50.4,
2026,1,12,25/12/12,True,25006,4874,4874,3474,50.4,0
2026,1,12,26/01/23,True,26069,5356,5289,3686,53.4,0
2026,1,12,26/03/13,False,26185,5547,5479,4046,65.5,0
2027,1,12,26/03/13,True,38493,8630,8647,6405,92.8,33
