year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2022,3,12,22/05/11,False,132097,11242,12265,12334,25.5,1
2023,3,12,23/05/11,False,144152,23724,24428,22343,46.2,1
2024,3,3,24/05/10,False,41591,5678,5879,7394,15.3,
2024,3,12,24/05/10,False,163109,21064,22067,21818,45.1,1
2024,6,3,24/08/09,False,44629,3771,3901,3722,7.7,
2024,9,3,24/11/08,False,46644,5265,5820,3466,7.2,
2024,12,3,25/02/07,False,49239,9790,10037,7715,16.1,
2025,3,3,25/05/09,False,48542,6476,7059,7613,15.9,
2025,3,12,25/05/09,False,189054,25302,26817,22516,46.9,1
2025,6,3,25/08/08,False,51616,7246,6737,4009,8.4,
2025,9,3,25/11/11,False,52838,9459,9752,8652,18.1,
2025,12,3,26/02/10,False,55255,11067,11721,9813,20.5,
2026,3,12,25/11/11,True,213500,32300,33000,27600,57.6,12
