year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2022,12,12,23/02/14,False,4723,362,352,10,0.4,0
2023,12,12,24/02/14,False,7226,1267,1239,129,4.4,0
2024,6,3,24/08/14,False,2210,428,418,244,8.3,
2024,9,3,24/11/14,False,2400,457,399,204,6.9,
2024,12,3,25/02/14,False,2694,358,282,-1207,-41.0,
2024,12,12,25/02/14,False,9554,1743,1579,-510,-17.3,10
2025,3,3,25/05/14,False,3693,1029,975,589,19.9,
2025,6,3,25/08/14,False,3417,733,575,224,7.6,
2025,9,3,25/11/14,False,3307,539,468,324,10.9,
2025,12,3,26/02/13,False,3732,302,190,-202,-6.8,
2025,12,12,26/02/13,False,14149,2603,2208,935,31.5,13
2026,3,3,26/05/13,False,3722,802,654,356,12.0,
2026,6,3,26/08/14,False,4464,1291,1108,524,17.6,
2026,12,12,26/02/13,True,16949,3484,2882,,,16
