year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2021,1,12,,False,1337,,3,-74,-13.1,0
2022,1,12,,False,1415,,-492,-591,-96.8,0
2023,1,12,,False,1949,90,-855,-1111,-148.4,0
2024,1,12,,False,2963,-243,-111,-353,-46.6,0
2024,4,3,,False,946,-92,-88,-83,-10.3,
2024,7,3,,False,967,-270,-273,-219,-26.9,
2024,10,3,24/12/16,False,1205,-43,-39,30,3.7,
2025,1,3,25/03/14,False,1317,-222,-206,-202,-24.2,
2025,1,12,24/11/29,True,4122,-669,-650,-460,-49.4,0
2025,1,12,25/03/14,False,4435,-627,-606,-474,-56.7,0
2025,4,3,25/06/16,False,948,-283,-173,-149,-16.0,
2025,7,3,25/09/16,False,995,-383,-368,-245,-25.9,
2026,1,12,25/03/14,True,5303,-610,-479,-392,-42.1,0
