year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2021,5,12,,False,837,,256,191,95.6,0
2022,5,12,,False,649,13,11,0,-0.1,0
2023,5,12,,False,1273,238,238,170,85.4,0
2023,8,3,,False,448,267,267,175,87.6,
2023,11,3,,False,556,294,295,194,97.1,
2024,2,3,,False,401,93,93,61,30.5,
2024,5,3,24/06/28,False,792,329,328,242,121.1,
2024,5,12,24/06/28,False,2197,983,983,672,336.2,0
2024,8,3,24/09/30,False,114,-118,-131,-115,-56.5,
2024,11,3,24/12/27,False,1220,648,649,449,217.5,
2025,2,3,25/03/31,False,199,-36,-35,-25,-12.0,
2025,5,3,25/06/30,False,359,3,3,2,1.0,
2025,5,12,24/06/28,True,2897,1183,1172,867,422.9,0
2025,5,12,25/05/23,True,1892,495,484,311,148.8,0
2025,5,12,25/06/30,False,1892,497,486,311,148.6,45
2025,8,3,25/09/30,False,168,-101,-99,-68,-32.0,
2025,11,3,25/12/26,False,454,105,106,73,34.3,
2026,5,12,25/06/30,True,2088,497,497,345,161.2,65
