year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2021,3,12,,False,88289,,-2591,-2629,-44.8,1.5
2022,3,12,,False,87796,,-603,-643,-11.7,1.5
2023,3,12,,False,92637,545,527,72,0.3,3
2024,3,3,,False,23904,29,-56,-702,-11.0,
2024,3,12,,False,99620,2448,2123,904,14.1,3
2024,6,3,,False,24768,634,577,654,10.9,
2024,9,3,,False,27510,1789,1661,997,16.6,
2024,12,3,25/02/12,False,26686,830,747,525,8.7,
2025,3,3,25/05/14,False,24872,159,75,116,1.8,
2025,3,12,24/12/25,True,102300,2900,2500,1700,23.9,3
2025,3,12,25/03/12,True,102300,2900,2500,1700,23.9,5
2025,3,12,25/05/09,True,103836,3412,3060,2292,35.4,5
2025,3,12,25/05/14,False,103836,3412,3060,2292,35.4,5
2025,6,3,25/08/06,False,25568,708,646,395,5.6,
2025,9,3,25/11/12,False,28539,2049,1927,1228,17.3,
2026,3,12,25/05/14,True,105500,3100,2600,1500,21.1,5
2026,3,12,25/11/12,True,107500,3600,3200,1800,25.3,5
