year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2017,3,12,,False,3939,,147,-159,-30.0,0.0
2018,3,12,,False,4191,,571,576,108.3,0.0
2019,3,12,,False,4802,,675,475,89.3,0.0
2020,3,12,,False,14131,2174,1804,1268,238.3,0.0
2021,3,12,,False,15024,1891,1515,803,150.9,10.0
2022,3,3,,False,7407,537,456,341,64.0,
2022,3,12,22/06/20,False,19177,2865,2552,1602,300.9,20.0
2022,6,3,22/08/12,False,3395,393,319,199,36.0,
2022,9,3,22/11/11,False,7900,1185,1078,773,122.2,
2022,12,3,23/02/10,False,3803,627,554,271,41.0,
2023,3,3,23/05/12,False,3528,303,183,64,9.5,
2023,3,12,22/06/20,True,19057,2521,2104,1280,,30.0
2023,3,12,23/05/12,False,18626,2508,2134,1307,193.8,30.0
2023,6,3,23/08/10,False,1620,-48,-105,-62,-8.7,
2023,9,3,23/11/10,False,2971,262,160,117,16.4,
2023,12,3,24/02/09,False,3427,708,619,422,58.8,
2024,3,3,24/05/10,False,12065,1421,1261,778,108.3,
2024,3,12,23/05/12,True,21027,2178,1726,1058,147.2,33.0
2024,3,12,24/03/29,True,20028,2245,1830,1188,165.3,33
2024,3,12,24/05/10,False,20083,2343,1935,1255,174.8,33
2024,6,3,24/08/09,False,2779,95,34,-8,-1.1,
2024,9,3,24/11/11,False,6154,548,427,235,28.0,
2024,12,3,25/02/14,False,3243,163,-54,-26,-3.1,
2025,3,3,25/05/14,False,8733,947,809,481,56.8,
2025,3,12,24/05/10,True,24434,2302,1931,1220,143.4,30
2025,3,12,25/02/25,True,20954,1790,1258,689,81.3,30
2025,3,12,25/05/14,False,20909,1753,1216,682,80.5,30
2025,6,3,25/08/08,False,2158,-79,-199,-189,-22.2,
2025,9,3,25/11/14,False,2336,-44,-177,-129,-15.0,
2026,3,12,25/05/14,True,17610,951,298,130,15.2,30
