year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2022,3,12,22/04/27,False,1459706,33810,37986,-84732,-147.6,10
2023,3,12,23/04/26,False,1507336,17406,15787,-117664,-205.0,0
2024,3,3,24/04/25,False,374743,-12771,-13296,27354,47.7,
2024,3,12,24/04/25,False,1516255,-8103,-9233,17087,29.8,0
2024,6,3,24/07/25,False,411060,6383,5334,-222,-0.4,
2024,9,3,24/10/29,False,436486,17713,14113,-219376,-382.2,
2024,12,3,25/01/30,False,432661,20971,252,-45768,-79.7,
2025,3,3,25/04/24,False,417022,12423,19611,47613,82.9,
2025,3,12,25/04/24,False,1697229,57490,39310,-217753,-379.3,0
2025,6,3,25/07/30,False,364244,16943,20242,13554,23.6,
2025,9,3,25/11/04,False,378615,21130,16299,8948,15.6,
2025,12,3,26/01/29,False,398378,24691,18467,8078,14.1,
2026,3,12,26/01/29,True,1550000,75000,70000,75000,130.7,
