year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2022,3,12,,False,1878,,522,349,233.0,378.78
2022,8,5,,False,1012,,193,135,71.0,0
2022,8,12,,False,1012,,193,135,71.0,0
2023,8,12,,False,3106,766,770,539,215.6,0
2024,8,12,,False,3760,720,719,423,169.5,0
2025,5,3,25/07/15,False,1242,292,281,180,72.1,
2025,8,3,25/10/15,False,1058,186,179,158,63.0,
2025,8,12,25/06/30,True,4408,910,906,629,246.7,0
2025,8,12,25/10/15,False,4409,949,940,652,260.0,0
2026,8,12,25/10/15,True,4748,705,705,489,191.8,0
