year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2022,5,12,,False,411,,-1093,-1677,-55.3,0
2023,5,12,,False,1313,-1735,-1330,-1342,-43.8,0
2024,5,12,,False,2110,-2538,-2509,-3174,-85.7,0
2025,2,3,,False,313,-631,-635,-681,-15.7,
2025,5,3,,False,352,-745,-830,-884,-20.4,
2025,5,12,,False,1586,-2495,-1824,-1950,-45.0,0
2025,8,3,25/10/15,False,308,-1063,-1190,-1422,-30.0,
2025,11,3,26/01/14,False,256,-1128,-721,-793,-14.0,
2026,2,3,26/04/14,False,403,-1121,-1202,-1242,-20.7,
2026,5,12,25/08/13,True,3646,-3999,-3876,-3879,-60.6,0
2026,5,12,26/04/14,True,2500,-3800,-3700,-4000,-60.3,0
