year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2021,3,12,,False,31142,,1572,983,64.7,27.83
2022,3,12,,False,31265,,1466,1050,69.1,27.83
2023,3,12,,False,34115,2213,2377,1834,120.7,27.83
2024,3,12,,False,38973,3353,3474,2524,166.1,394.44
2024,6,3,,False,10351,1145,1183,841,55.3,
2024,9,3,24/11/12,False,11511,1484,1557,1077,70.9,
2024,12,3,25/02/10,False,9500,632,582,439,28.9,
2025,3,3,25/05/12,False,8263,111,127,197,13.0,
2025,3,12,24/10/01,True,39583,2930,2944,2058,135.3,40
2025,3,12,24/11/12,True,39583,3030,3044,2128,140.0,40
2025,3,12,25/02/10,True,39583,3230,3244,2278,149.8,50
2025,3,12,25/05/12,False,39625,3372,3449,2554,168.0,52
2026,3,12,25/05/12,True,41794,3684,3700,2570,169.0,52
