year,month,duration,annoounce_date,is_prediction,total_revenue,operating_income,ordinary_profit,net_income,eps,divident
2021,3,12,,False,1567,,94,79,13.2,0
2022,3,12,,False,1607,,-78,-388,-64.7,0
2023,3,12,,False,3645,306,283,-264,-44.1,0
2023,12,3,,False,1844,490,484,351,,
2024,3,3,,False,,,,,,
2024,3,12,,False,7061,1256,1234,825,137.5,0
2024,6,3,24/09/27,False,2559,478,472,333,43.1,
2024,9,3,24/11/13,False,3776,726,689,484,51.2,
2024,12,3,25/02/14,False,4195,466,460,324,32.1,
2025,3,3,25/05/14,False,3676,810,801,562,53.6,
2025,3,12,24/09/27,True,10800,1751,1700,1200,105.6,0
2025,3,12,25/02/14,True,14000,2400,2350,1650,141.3,0
2025,3,12,25/05/14,False,14206,2480,2422,1703,162.4,0
2025,6,3,25/08/13,False,4500,18,0,0,0.0,
2026,3,12,25/05/14,True,28000,4800,4775,3330,285.2,0
